document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
"Self-Regulatory Organizations; Nasdaq PHLX LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Options 7, Section 9",2024-25838,,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25838.pdf,,,,,4,88326,88329,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
30-Day Notice of Proposed Information Collection: Request for Authentications Service,2024-25871,Notice of request for public comments.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25871.pdf,"The Department of State has submitted the information collections described below to the Office of Management and Budget (OMB) for approval. In accordance with the Paperwork Reduction Act of 1995, we are requesting comments on these collections from all interested individuals and organizations. The purpose of this Notice is to allow 30 days for public comment.","The Department of State has submitted the information collections described below to the Office of Management and Budget (OMB) for approval. In accordance with the Paperwork Reduction Act of 1995, we are requesting comments on these collections from...",,"The Department will accept comments from the public up to December 9, 2024.",1,88335,88335,,State Department,476,https://www.federalregister.gov/agencies/state-department,None,state-department,,
"Notice of Determinations; Culturally Significant Objects Being Imported for Exhibition-Determinations: “Wall Power! Modern French Tapestry From the Mobilier National, Paris” Exhibition",2024-25839,,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25839.pdf,"Notice is hereby given of the following determinations: I hereby determine that certain objects being imported from abroad pursuant to an agreement with their foreign owner or custodian for temporary display in the exhibition ""Wall Power! Modern French Tapestry from the Mobilier national, Paris"" at The Sterling and Francine Clark Art Institute, Williamstown, Massachusetts, and at possible additional exhibitions or venues yet to be determined, are of cultural significance, and, further, that their temporary exhibition or display within the United States as aforementioned is in the national interest. I have ordered that Public Notice of these determinations be published in the Federal Register.","Notice is hereby given of the following determinations: I hereby determine that certain objects being imported from abroad pursuant to an agreement with their foreign owner or custodian for temporary display in the exhibition ""Wall Power! Modern French...",,,1,88335,88335,,State Department,476,https://www.federalregister.gov/agencies/state-department,None,state-department,,
Improvement of Publication of Helicopter Air Ambulance (HAA) Operations,2024-25707,Notice of availability.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25707.pdf,,,,"The most recently posted Helicopter Air Ambulance Operations data is for 2023. The FAA will continue to collect, analyze, and make available the HAA data in accordance with 49 U.S.C. 44731(d)(2).",1,88340,88340,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Provisions Common to Registered Entities,2024-24388,Final rule.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-24388.pdf,"The Commodity Futures Trading Commission (""Commission"") is adopting amendments to the Commission's regulations under the Commodity Exchange Act (""CEA"" or ""Act"") that govern how registered entities submit self-certifications, and requests for approval, of their rules, rule amendments, and new products for trading and clearing, as well as the Commission's review and processing of such submissions. The amendments are intended to clarify, simplify and enhance the utility of those regulations for registered entities, market participants and the Commission.","The Commodity Futures Trading Commission (""Commission"") is adopting amendments to the Commission's regulations under the Commodity Exchange Act (""CEA"" or ""Act"") that govern how registered entities submit self-certifications, and requests for approval,...","Banks, banking, Banks, banking, Banks, banking, Banks, banking, Commodity futures, Reporting and recordkeeping requirements, Swaps","The effective date for this final rule is December 9, 2024.",36,88594,88629,False,Commodity Futures Trading Commission,77,https://www.federalregister.gov/agencies/commodity-futures-trading-commission,None,commodity-futures-trading-commission,"17, 17, 17","37, 38, 40"
"Legal Services, General Counsel, and Miscellaneous Claims",2024-23840,Proposed rule.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-23840.pdf,"The Department of Veterans Affairs (VA) proposes to amend its regulations governing Legal Services, the Office of General Counsel, and Miscellaneous Claims to reflect nomenclature changes regarding employees and groups within the Office of General Counsel as well as to make other changes intended to further clarify and explain various functions and procedures within the Office of General Counsel.","The Department of Veterans Affairs (VA) proposes to amend its regulations governing Legal Services, the Office of General Counsel, and Miscellaneous Claims to reflect nomenclature changes regarding employees and groups within the Office of General...","Administrative practice and procedure, Claims, Condominiums, Courts, Foreign relations, Government employees, Housing, Individuals with disabilities, Lawyers, Legal services, Loan programs-housing and community development, Loan programs-Indians, Loan programs-veterans, Manufactured homes, Mortgage insurance, Organization and functions (Government agencies), Reporting and recordkeeping requirements, Surety bonds, Trusts and trustees, Veterans","Comments must be received on or before January 6, 2025.",24,88192,88215,False,Veterans Affairs Department,520,https://www.federalregister.gov/agencies/veterans-affairs-department,None,veterans-affairs-department,"38, 38","14, 36"
Medicare Program; Calendar Year (CY) 2025 Home Health Prospective Payment System (HH PPS) Rate Update; HH Quality Reporting Program Requirements; HH Value-Based Purchasing Expanded Model Requirements; Home Intravenous Immune Globulin (IVIG) Items and Services Rate Update; and Other Medicare Policies,2024-25441,Final rule.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25441.pdf,"This final rule will set forth routine updates to the Medicare home health payment rates; the payment rate for the disposable negative pressure wound therapy (dNPWT) devices; and the intravenous immune globulin (IVIG) items and services payment rate for CY 2025 in accordance with existing statutory and regulatory requirements. In addition, it finalizes changes to the Home Health Quality Reporting Program (HH QRP) requirements and provides an update on potential approaches for integrating health equity in the Expanded Health Value Based Purchasing (HHVBP) Model. It also finalizes a new standard for an acceptance-to-service policy in the HH conditions of participation (CoPs). Lastly, it updates provider and supplier enrollment requirements and changes to the long-term care reporting requirements for acute respiratory illnesses.",This final rule will set forth routine updates to the Medicare home health payment rates; the payment rate for the disposable negative pressure wound therapy (dNPWT) devices; and the intravenous immune globulin (IVIG) items and services payment rate...,"Emergency medical services, Grant programs-health, Health facilities, Health professions, Health records, Medicaid, Medicare, Nursing homes, Nutrition, Reporting and recordkeeping requirements, Safety","These regulations are effective on January 1, 2025.",132,88354,88485,False,"Health and Human Services Department, Centers for Medicare & Medicaid Services","221, 45","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services","None, 221","health-and-human-services-department, centers-for-medicare-medicaid-services","42, 42, 42","424, 483, 484"
Agency Information Collection Request; 30-Day Public Comment Request,2024-25856,Notice.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25856.pdf,"In compliance with the requirement of the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, is publishing the following summary of a proposed collection for public comment.","In compliance with the requirement of the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, is publishing the following summary of a proposed collection for public comment.",,"Comments on the ICR must be received on or before December 9, 2024.",2,88296,88297,,Health and Human Services Department,221,https://www.federalregister.gov/agencies/health-and-human-services-department,None,health-and-human-services-department,,
"Airworthiness Directives; Safran Aerosystems (Formerly AVOX Systems Inc.; Scott Aviation) Oxygen Cylinder and Valve Assemblies, and Oxygen Valve Assemblies",2024-25784,Final rule; correction.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25784.pdf,"The FAA is correcting an airworthiness directive (AD) that was published in the Federal Register. That AD applies to certain Safran Aerosystems oxygen cylinder and valve assemblies, and oxygen valve assemblies, installed on but not limited to various transport airplanes. As published, the AD number of the AD being removed in the amendatory language of AD 2024-19-15 is incorrect, and the manufacturer name in the applicability and material required to be followed for identification of affected serial numbers in one location contains a typographical error. This document corrects those errors. In all other respects, the original document remains the same.","The FAA is correcting an airworthiness directive (AD) that was published in the Federal Register. That AD applies to certain Safran Aerosystems oxygen cylinder and valve assemblies, and oxygen valve assemblies, installed on but not limited to various...","Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety","This correction is effective November 26, 2024. The effective date of AD 2024-19-15 remains November 26, 2024.",4,88115,88118,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,39
Interstate System Access,2024-25757,Final rule.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25757.pdf,"This final rule amends FHWA regulations governing changes in access to the Dwight D. Eisenhower National System of Interstate and Defense Highways (Interstate System). As a condition of funding for Federal-aid highway projects, Federal law prohibits State departments of transportation (State DOT) from adding any point of access to or from the Interstate System without the approval of the Secretary of Transportation. This final rule codifies and clarifies existing policies and practices regarding State DOT requests for, and FHWA approval of, changes in access to the Interstate System.","This final rule amends FHWA regulations governing changes in access to the Dwight D. Eisenhower National System of Interstate and Defense Highways (Interstate System). As a condition of funding for Federal-aid highway projects, Federal law prohibits...","Grant programs-transportation, Highways and roads, Reporting and recordkeeping requirements","This final rule is effective December 9, 2024. Use of this new regulation is required for all State DOT requests for, and FHWA approval of, changes in access to the Interstate System documented in an Interstate Access Justification Report dated after December 9, 2025.",11,88118,88128,False,"Transportation Department, Federal Highway Administration","492, 170","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-highway-administration","None, 492","transportation-department, federal-highway-administration",23,624
"Security Zone; Corpus Christi Ship Channel, Corpus Christi, TX",2024-25891,Temporary final rule.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25891.pdf,"The Coast Guard is establishing a temporary moving security zone for navigable waters within a 500-yard radius of a certain vessel carrying cargo requiring an elevated level of security in the Corpus Christi Ship Channel and the La Quinta Channel. The temporary security zone is needed to protect the vessel, the cargo, and the surrounding waterway from terrorist acts, sabotage, or other subversive acts, accidents, or events of a similar nature. Entry of vessels or persons into this zone is prohibited unless specifically authorized by the Captain of the Port, Sector Corpus Christi or a designated representative.",The Coast Guard is establishing a temporary moving security zone for navigable waters within a 500-yard radius of a certain vessel carrying cargo requiring an elevated level of security in the Corpus Christi Ship Channel and the La Quinta Channel. The...,"Harbors, Marine safety, Navigation (water), Reporting and recordkeeping requirements, Security measures, Waterways","For the purposes of enforcement, actual notice will be used from November 4, 2024, until November 7, 2024. This rule is effective without actual notice from November 7, 2024 until November 14, 2024.",3,88137,88139,False,"Homeland Security Department, Coast Guard","227, 53","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/coast-guard","None, 227","homeland-security-department, coast-guard",33,165
Protection of Human Subjects,2024-25881,Final rule; correction.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25881.pdf,"The Corporation for National and Community Service (operating as AmeriCorps) is correcting a final rule that appeared in the Federal Register on October 29, 2024. These corrections do not include any substantive changes to the final rule. The final rule adopted the Federal Policy for Protection of Human Subjects (referred to as the Common Rule).","The Corporation for National and Community Service (operating as AmeriCorps) is correcting a final rule that appeared in the Federal Register on October 29, 2024. These corrections do not include any substantive changes to the final rule. The final...",,"Effective on November 29, 2024.",1,88147,88147,False,Corporation for National and Community Service,91,https://www.federalregister.gov/agencies/corporation-for-national-and-community-service,None,corporation-for-national-and-community-service,45,2584
National Wildlife Refuge System; 2024-2025 Station-Specific Hunting and Sport Fishing Regulations,2024-25905,Final rule.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25905.pdf,"We, the U.S. Fish and Wildlife Service (Service), open or expand hunting opportunities on 12 National Wildlife Refuges (NWRs). We also close hunting on 111 acres at Crab Orchard NWR so that the area can be repurposed for other recreational uses, including camping. We also make changes to existing station-specific regulations in order to reduce the regulatory burden on the public, increase access for hunters and anglers on Service lands and waters, and comply with a Presidential mandate for plain-language standards. Finally, the best available science, analyzed as part of this rulemaking, indicates that lead ammunition and tackle have negative impacts on both wildlife and human health. With this final rule, Canaan Valley NWR in West Virginia will require lead-free ammunition for all hunting on the new Big Cove Unit. Additionally, Des Lacs, J. Clark Salyer, Lostwood, and Upper Souris NWRs in North Dakota will require lead-free ammunition for newly opened elk hunting. While the Service continues to evaluate the future of lead use in hunting and fishing on Service lands and waters, this rulemaking does not include any opportunities that increase or authorize the new use of lead.","We, the U.S. Fish and Wildlife Service (Service), open or expand hunting opportunities on 12 National Wildlife Refuges (NWRs). We also close hunting on 111 acres at Crab Orchard NWR so that the area can be repurposed for other recreational uses,...","Fishing, Hunting, Reporting and recordkeeping requirements, Wildlife, Wildlife refuges","This rule is effective November 6, 2024.",24,88147,88170,False,"Interior Department, Fish and Wildlife Service","253, 197","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/fish-and-wildlife-service","None, 253","interior-department, fish-and-wildlife-service",50,32
Pacific Island Fisheries; Amendment 7 to the Fishery Ecosystem Plan for the American Samoa Archipelago and Final Rule; Discontinue Rebuilding Plan for American Samoa Bottomfish and Implement Annual Catch Limits and Accountability Measures for Fishing Years 2024-2026,2024-25829,Final rule.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25829.pdf,"This final rule amends the Fishery Ecosystem Plan for the American Samoa Archipelago (FEP) to discontinue the rebuilding plan for American Samoa bottomfish and implements single-species annual catch limits (ACL) and accountability measures (AM) for bottomfish in the American Samoa archipelago for fishing years 2024, 2025 and 2026. The action is necessary because new best scientific information indicates the fishery is not overfished or experiencing overfishing, and new ACLs and AMs are warranted. This final rule supports the long-term sustainability of the fishery.",This final rule amends the Fishery Ecosystem Plan for the American Samoa Archipelago (FEP) to discontinue the rebuilding plan for American Samoa bottomfish and implements single-species annual catch limits (ACL) and accountability measures (AM) for...,"American Samoa, Fisheries, Fishing","This rule is effective December 9, 2024.",3,88170,88172,False,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",50,665
Airworthiness Directives; Airbus SAS Airplanes,2024-25783,Notice of proposed rulemaking (NPRM).,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25783.pdf,"The FAA proposes to adopt a new airworthiness directive (AD) for certain Airbus SAS Model A300 B4-600, B4-600R, and F4-600R series airplanes; and Model A300 C4-605R Variant F airplanes (collectively called Model A300-600 series airplanes). This proposed AD was prompted by a determination that new or more restrictive airworthiness limitations are necessary. This proposed AD would require revising the existing maintenance or inspection program, as applicable, to incorporate new or more restrictive airworthiness limitations, as specified in a European Union Aviation Safety Agency (EASA) AD, which is proposed for incorporation by reference (IBR). The FAA is proposing this AD to address the unsafe condition on these products.","The FAA proposes to adopt a new airworthiness directive (AD) for certain Airbus SAS Model A300 B4-600, B4-600R, and F4-600R series airplanes; and Model A300 C4-605R Variant F airplanes (collectively called Model A300-600 series airplanes). This...","Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety","The FAA must receive comments on this proposed AD by December 23, 2024.",4,88174,88177,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,39
"Amendment of Class E Airspace; Kinston, NC",2024-25775,Notice of proposed rulemaking (NPRM).,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25775.pdf,"This action proposes to amend Class E airspace extending upward from 700 feet above the surface for Kinston, NC, by adding airspace for Lenoir Regional Hospital Heliport, Kinston, NC. This action would also update the coordinates for Kinston Regional Jetport at Stallings Field, Kinston, NC. Controlled airspace is necessary for the safety and management of instrument flight rules (IFR) operations at this airport.","This action proposes to amend Class E airspace extending upward from 700 feet above the surface for Kinston, NC, by adding airspace for Lenoir Regional Hospital Heliport, Kinston, NC. This action would also update the coordinates for Kinston Regional...","Airspace, Incorporation by reference, Navigation (air)","Comments must be received on or before December 23, 2024.",2,88177,88178,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,71
Proposed Establishment of Area Navigation (RNAV) Routes Q-162 and Q-166; Southwest United States.,2024-25706,Notice of proposed rulemaking (NPRM).,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25706.pdf,"This action proposes to establish Area Navigation (RNAV) routes Q-162 and Q-166 in the Southwest United States. The proposed new RNAV routes would provide alternative routing for air traffic travelling between southwest Arizona and western Texas in response to severe weather events during the spring and summer months. Additionally, the new RNAV routes would expand the availability of RNAV routing in support of transitioning the National Airspace System (NAS) from a ground-based to satellite-based system for navigation.",This action proposes to establish Area Navigation (RNAV) routes Q-162 and Q-166 in the Southwest United States. The proposed new RNAV routes would provide alternative routing for air traffic travelling between southwest Arizona and western Texas in...,"Airspace, Incorporation by reference, Navigation (air)","Comments must be received on or before December 23, 2024.",3,88178,88180,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,71
"Amendment of Class E Airspace; Edenton, NC",2024-25797,Notice of proposed rulemaking (NPRM).,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25797.pdf,"This action proposes to amend Class E airspace extending upward from 700 feet above the surface by adding airspace for ECU Health Chowan Hospital Heliport, Edenton, NC. Additionally, this would correct the Northeastern Regional Airport name along with correcting coordinates for Northeastern Regional Airport.","This action proposes to amend Class E airspace extending upward from 700 feet above the surface by adding airspace for ECU Health Chowan Hospital Heliport, Edenton, NC. Additionally, this would correct the Northeastern Regional Airport name along with...","Airspace, Incorporation by reference, Navigation (air)","Comments must be received on or before December 23, 2024.",2,88181,88182,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,71
"Modification of Class E Airspace; Alaska, AK",2024-25855,Notice of proposed rulemaking (NPRM).,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25855.pdf,"This action proposes to modify Class E airspace extending upward from 1,200 feet above the surface within a designated landmass and within 12 miles from a designated coastline associated with the state of Alaska. Additionally, this action proposes administrative amendments to update the airspace's existing Class E airspace legal description. These actions will support lower altitude instrument flight rules (IFR) operations and enhance safety for aircraft utilizing IFR and visual flight rules (VFR) operations.","This action proposes to modify Class E airspace extending upward from 1,200 feet above the surface within a designated landmass and within 12 miles from a designated coastline associated with the state of Alaska. Additionally, this action proposes...","Airspace, Incorporation by reference, Navigation (air)","Comments must be received on or before December 23, 2024.",2,88182,88183,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,71
"Establishment of Class E Airspace; Windsor, NC",2024-25863,Notice of proposed rulemaking (NPRM).,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25863.pdf,"This action proposes to establish Class E airspace extending upward from 700 feet above the surface for ECU Health Bertie Hospital Heliport, Windsor, NC. This action would accommodate a new instrument approach procedure for ECU Health Bertie Hospital Heliport, Windsor, NC.","This action proposes to establish Class E airspace extending upward from 700 feet above the surface for ECU Health Bertie Hospital Heliport, Windsor, NC. This action would accommodate a new instrument approach procedure for ECU Health Bertie Hospital...","Airspace, Incorporation by reference, Navigation (air)","Comments must be received on or before December 23, 2024.",2,88184,88185,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,71
"Marine Mammals; Incidental Take of Polar Bears During Specified Activities; North Slope, Alaska",2024-25762,Proposed rule; availability of draft environmental assessment; request for comments.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25762.pdf,"We, the U.S. Fish and Wildlife Service, propose to revise a portion of our regulations under the Marine Mammal Protection Act pertaining to incidental take of marine mammals. Existing regulations authorize the nonlethal, incidental, unintentional take by harassment of small numbers of polar bears from the Southern Beaufort Sea stock and Pacific walruses during year-round oil and gas industry activities in the Beaufort Sea (Alaska and the Outer Continental Shelf) and adjacent northern coast of Alaska. Such take may result from oil and gas exploration, development, production, and transportation activities occurring through August 5, 2026. The proposed revisions would authorize incidental take by Level A harassment of polar bears in addition to the incidental Level B harassment of polar bears and Pacific walruses already authorized in the existing regulations. No lethal take is or would be authorized. We request comments on these proposed regulations.","We, the U.S. Fish and Wildlife Service, propose to revise a portion of our regulations under the Marine Mammal Protection Act pertaining to incidental take of marine mammals. Existing regulations authorize the nonlethal, incidental, unintentional take...","Administrative practice and procedure, Alaska, Imports, Indians, Marine mammals, Oil and gas exploration, Reporting and recordkeeping requirements, Transportation","Comments on these proposed revisions to our incidental take regulations and the accompanying draft supplemental environmental assessment will be accepted on or before December 9, 2024.",14,88216,88229,,"Interior Department, Fish and Wildlife Service","253, 197","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/fish-and-wildlife-service","None, 253","interior-department, fish-and-wildlife-service",50,18
"Airworthiness Directives; Piper Aircraft, Inc. Airplanes",2024-25883,Notice of proposed rulemaking (NPRM); extension of comment period.,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-25883.pdf,"This document announces an extension of the comment period for the referenced NPRM, which proposed to supersede Airworthiness Directive (AD) 2020-26-16, which applies to certain Piper Aircraft, Inc. (Piper) Model PA-28-151, PA-28-161, PA-28-181, PA-28-235, PA-28R- 180, PA-28R-200, PA-28R-201, PA-28R-201T, PA-28RT-201, PA-28RT-201T, PA-32-260, PA-32-300, PA-32R-300, PA-32RT-300, and PA-32RT-300T airplanes. This NPRM invited comments concerning the proposed requirements for calculating the calculated service hours (CSH) to determine the times for required actions for each main wing spar; repetitively inspecting the lower main wing spar bolt holes for crack(s) and non-crack damage and taking corrective actions as needed; and replacing or modifying main wing spars at a specified time. This NPRM also invited comments concerning the proposal to revise the applicability by removing certain airplanes and adding a new airplane model. This extension of the comment period is necessary to provide all interested persons an opportunity to present their views on the proposed requirements of this NPRM.","This document announces an extension of the comment period for the referenced NPRM, which proposed to supersede Airworthiness Directive (AD) 2020-26-16, which applies to certain Piper Aircraft, Inc. (Piper) Model PA-28-151, PA-28-161, PA-28-181,...",,"The comment period for the NPRM published on September 23, 2024, at 89 FR 77457, and scheduled to close on November 7, 2024, is extended until December 9, 2024.",2,88173,88174,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,39
Enhancing Surface Cyber Risk Management,2024-24704,Notice of proposed rulemaking (NPRM).,2024-11-07,https://www.govinfo.gov/content/pkg/FR-2024-11-07/pdf/2024-24704.pdf,"The Transportation Security Administration (TSA) is proposing to impose cyber risk management (CRM) requirements on certain pipeline and rail owner/operators and a more limited requirement, on certain over-the-road bus (OTRB) owner/operators, to report cybersecurity incidents. With the proposed addition of requirements applicable to pipeline facilities and systems, TSA is also proposing that a requirement to have a Physical Security Coordinator and report significant physical security concerns be extended to the same facilities and systems. Finally, TSA is proposing clarifications and reorganization of other regulatory requirements necessitated by these changes.","The Transportation Security Administration (TSA) is proposing to impose cyber risk management (CRM) requirements on certain pipeline and rail owner/operators and a more limited requirement, on certain over-the-road bus (OTRB) owner/operators, to report...","Administrative practice and procedure, Air carriers, Air transportation, Aircraft, Airports, Buses, Crime, Fraud, Hazardous materials transportation, Investigations, Law enforcement, Law enforcement officers, Law enforcement officers, Maritime carriers, Mass transportation, Motor carriers, Natural gas, Penalties, Pipeline safety, Pipeline safety, Pipelines, Railroad safety, Railroads, Reporting and recordkeeping requirements, Security measures, Vessels","Submit comments by February 5, 2025.",105,88488,88592,True,"Homeland Security Department, Transportation Security Administration","227, 494","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/transportation-security-administration","None, 227","homeland-security-department, transportation-security-administration","49, 49, 49, 49, 49, 49, 49, 49","1500, 1503, 1520, 1570, 1580, 1582, 1584, 1586"
"Air Plan Approval; Pennsylvania; Adoption of Federal Implementation Plan Reasonably Available Control Technology Requirements for Keystone, Conemaugh, Homer City, and Montour Generating Facilities for the 1997 and 2008 Ozone National Ambient Air Quality Standards",2024-25604,Final rule.,2024-11-06,https://www.govinfo.gov/content/pkg/FR-2024-11-06/pdf/2024-25604.pdf,"The Environmental Protection Agency (EPA) is approving a portion of the state implementation plan (SIP) revisions submitted by the Commonwealth of Pennsylvania. The revisions being approved adopt nitrogen oxides (NO<INF>X</INF>) emission limits and requirements for the coal-fired electric generating units (EGUs) equipped with selective catalytic reduction (SCR) at the Keystone, Conemaugh, Homer City, and Montour facilities. The NO<INF>X</INF> limits address reasonably available control technology (RACT) requirements for these EGUs for the 1997 and 2008 ozone national ambient air quality standards (NAAQS) and address the deficiencies identified in EPA's August 16, 2022, disapproval of an earlier SIP submission. This action is being taken under the Clean Air Act (CAA).",The Environmental Protection Agency (EPA) is approving a portion of the state implementation plan (SIP) revisions submitted by the Commonwealth of Pennsylvania. The revisions being approved adopt nitrogen oxides (NO<INF>X</INF>) emission limits and...,"Air pollution control, Environmental protection, Incorporation by reference, Nitrogen dioxide, Ozone, Reporting and recordkeeping requirements","This final rule is effective on December 6, 2024.",6,87955,87960,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,40,52
Rules and Regulations Implementing the Telephone Consumer Protection Act of 1991,2024-24908,Final rule; announcement of compliance date.,2024-11-06,https://www.govinfo.gov/content/pkg/FR-2024-11-06/pdf/2024-24908.pdf,"In this document, the Federal Communications Commission (Commission) announces that the Office of Management and Budget (OMB) has approved the information collection associated with the rule adopted in the Second Text Blocking Report and Order requiring that texters and callers obtain a consumer's prior express written consent to robocall or robotext the consumer soliciting their business. The Commission requires that such consent apply to a single seller at a time. The Commission also requires that the consent must be in response to a clear and conspicuous disclosure to the consumer and that the content of the robotexts and robocalls be logically and topically associated with the website where the consumer gave consent. Compliance with the rule section, is required 12 months after publication in the Federal Register or 30 days after notice that the Office of Management and Budget has completed review of any information collection requirements that the Consumer and Governmental Affairs Bureau determines is required un the Paperwork Reduction Act, whichever is later. This document is consistent with the Second Text Blocking Report and Order, which states the Commission will publish a document in the Federal Register announcing a compliance date for the rule section.","In this document, the Federal Communications Commission (Commission) announces that the Office of Management and Budget (OMB) has approved the information collection associated with the rule adopted in the Second Text Blocking Report and Order...","Communications common carriers, Telecommunications, Telephone","Effective date: November 6, 2024",2,87982,87983,,Federal Communications Commission,161,https://www.federalregister.gov/agencies/federal-communications-commission,None,federal-communications-commission,47,64
