document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
Agency Information Collection Activities; Submission to the Office of Management and Budget for Renewal; Comment Request; NSF's Eddie Bernice Johnson INCLUDES Initiative National Network Survey,2023-28156,Notice and request for comments.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28156.pdf,"The National Science Foundation (NSF) is announcing plans to renew this collection. In accordance with the requirements of the Paperwork Reduction Act of 1995, NSF is providing the opportunity for public comment on this action. After obtaining and considering public comment, NSF will prepare the submission requesting Office of Management and Budget (OMB) clearance of this collection.","The National Science Foundation (NSF) is announcing plans to renew this collection. In accordance with the requirements of the Paperwork Reduction Act of 1995, NSF is providing the opportunity for public comment on this action. After obtaining and...",,"Written comments on this notice must be received by February 20, 2024, to be assured consideration. Comments received after that date will be considered to the extent practicable. Send comments to the address below.",2,88419,88420,,National Science Foundation,366,https://www.federalregister.gov/agencies/national-science-foundation,None,national-science-foundation,,
Agency Information Collection Activities: Comment Request; National Science Foundation Research Traineeship Program Monitoring System,2023-28046,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28046.pdf,"The National Science Foundation (NSF) is announcing plans to renew this collection. In accordance with the requirements of the Paperwork Reduction Act of 1995, we are providing the opportunity for public comment on this action. After obtaining and considering public comment, NSF will prepare the submission requesting Office of Management and Budget (OMB) clearance of this collection for no longer than 3 years.","The National Science Foundation (NSF) is announcing plans to renew this collection. In accordance with the requirements of the Paperwork Reduction Act of 1995, we are providing the opportunity for public comment on this action. After obtaining and...",,"Written comments on this notice must be received by February 20, 2024 to be assured consideration. Comments received after that date will be considered to the extent practicable. Send comments to address below.",2,88420,88421,,National Science Foundation,366,https://www.federalregister.gov/agencies/national-science-foundation,None,national-science-foundation,,
Information Collection: Criteria and Procedures for Emergency Access to Non-Federal and Regional Low-Level Waste Disposal Facilities,2023-28144,Renewal of existing information collection; request for comment.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28144.pdf,"The U.S. Nuclear Regulatory Commission (NRC) invites public comment on the renewal of Office of Management and Budget (OMB) approval for an existing collection of information. The information collection is entitled, ""Criteria and Procedures for Emergency Access to Non-Federal and Regional Low-Level Waste Disposal Facilities.""","The U.S. Nuclear Regulatory Commission (NRC) invites public comment on the renewal of Office of Management and Budget (OMB) approval for an existing collection of information. The information collection is entitled, ""Criteria and Procedures for...",,"Submit comments by February 20, 2024. Comments received after this date will be considered if it is practical to do so, but the Commission is able to ensure consideration only for comments received on or before this date.",2,88421,88422,,Nuclear Regulatory Commission,383,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,None,nuclear-regulatory-commission,,
"Information Collection: NRC Form 833, Form To Propose a Generic Issue",2023-28145,Proposed information collection; request for comment.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28145.pdf,"The U.S. Nuclear Regulatory Commission (NRC) invites public comment on this proposed information collection. The information collection is entitled, NRC Form 833, ""Form to Propose a Generic Issue (GI).""","The U.S. Nuclear Regulatory Commission (NRC) invites public comment on this proposed information collection. The information collection is entitled, NRC Form 833, ""Form to Propose a Generic Issue (GI).""",,"Submit comments by February 20, 2024. Comments received after this date will be considered if it is practical to do so, but the Commission is able to ensure consideration only for comments received on or before this date.",2,88422,88423,,Nuclear Regulatory Commission,383,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,None,nuclear-regulatory-commission,,
New Postal Products,2023-28109,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28109.pdf,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.","The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",,"Comments are due: December 26, 2023.",2,88423,88424,,Postal Regulatory Commission,409,https://www.federalregister.gov/agencies/postal-regulatory-commission,None,postal-regulatory-commission,,
"Product Change-Priority Mail Express, Priority Mail, and USPS Ground Advantage® Negotiated Service Agreement",2023-28051,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28051.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88424,88424,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28054,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28054.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88424,88424,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28063,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28063.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",2,88424,88425,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
"Product Change-Priority Mail Express, Priority Mail, and USPS Ground Advantage® Negotiated Service Agreement",2023-28052,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28052.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88425,88425,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28057,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28057.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88425,88425,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28055,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28055.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88425,88425,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
"Product Change-Priority Mail Express, Priority Mail, and USPS Ground Advantage® Negotiated Service Agreement",2023-28048,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28048.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88425,88425,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
"Product Change-Priority Mail Express, Priority Mail, and USPS Ground Advantage® Negotiated Service Agreement",2023-28047,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28047.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",2,88425,88426,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28064,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28064.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88426,88426,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28056,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28056.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88426,88426,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28061,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28061.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88426,88426,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
"Product Change-Priority Mail Express, Priority Mail, and USPS Ground Advantage® Negotiated Service Agreement",2023-28050,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28050.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88426,88426,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28060,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28060.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88426,88426,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
"Product Change-Priority Mail Express, Priority Mail, and USPS Ground Advantage® Negotiated Service Agreement",2023-28049,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28049.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",2,88426,88427,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28058,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28058.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88427,88427,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28062,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28062.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88427,88427,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28059,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28059.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88427,88427,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Product Change-Priority Mail and USPS Ground Advantage® Negotiated Service Agreement,2023-28053,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28053.pdf,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,The Postal Service gives notice of filing a request with the Postal Regulatory Commission to add a domestic shipping services contract to the list of Negotiated Service Agreements in the Mail Classification Schedule's Competitive Products List.,,"Date of required notice: December 21, 2023.",1,88427,88427,,Postal Service,410,https://www.federalregister.gov/agencies/postal-service,None,postal-service,,
Submission for OMB Review; Comment Request; Extension: Rule 489 and Form F-N,2023-28117,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28117.pdf,,,,,2,88427,88428,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Submission for OMB Review; Comment Request; Extension: Rule 19a-1,2023-28118,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28118.pdf,,,,,2,88428,88429,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Self-Regulatory Organizations; BOX Exchange LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend IM-7150-1 and Rule 7250 (Quote Mitigation),2023-28042,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28042.pdf,,,,,4,88429,88432,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Submission for OMB Review; Comment Request; Extension: Rule 2a-5,2023-28115,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28115.pdf,,,,,2,88432,88433,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Submission for OMB Review; Comment Request; Extension: Rule 15c2-1,2023-28114,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28114.pdf,,,,,1,88433,88433,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; Nasdaq MRX, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Options 7, Section 6",2023-28040,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28040.pdf,,,,,4,88433,88436,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Submission for OMB Review; Comment Request; Extension: Rule 17g-1,2023-28119,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28119.pdf,,,,,1,88436,88436,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; BOX Exchange LLC; Notice of Filing of Amendment No. 2 and Order Instituting Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change, as Modified by Amendment No. 2, To Adopt Rules To Govern FLEX Equity Options and a New Order Type To Trade FLEX Equity Options on the BOX Trading Floor",2023-28043,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28043.pdf,,,,,25,88437,88461,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; Nasdaq GEMX, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Options 7, Section 6",2023-28041,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28041.pdf,,,,,3,88461,88463,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Submission for OMB Review; Comment Request; Extension: Form 2-E,2023-28116,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28116.pdf,,,,,2,88463,88464,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Options 7, Section 3",2023-28039,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28039.pdf,,,,,3,88464,88466,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Presidential Declaration of a Major Disaster for the State of Tennessee,2023-28150,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28150.pdf,"This is a Notice of the Presidential declaration of a major disaster for the State of Tennessee (FEMA-4751-DR), dated 12/13/2023. Incident: Severe Storms and Tornadoes. Incident Period: 12/09/2023.","This is a Notice of the Presidential declaration of a major disaster for the State of Tennessee (FEMA-4751-DR), dated 12/13/2023. Incident: Severe Storms and Tornadoes. Incident Period: 12/09/2023.",,Issued on 12/13/2023.,1,88466,88466,,Small Business Administration,468,https://www.federalregister.gov/agencies/small-business-administration,None,small-business-administration,,
Privacy Act of 1974; Matching Program,2023-28104,Notice of a new matching program.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28104.pdf,"In accordance with the provisions of the Privacy Act, as amended, this notice announces a new matching program with Office of Personnel Management (OPM). This matching program sets forth the terms, conditions, and safeguards under which SSA uses identifying information (e.g., name, Social Security number (SSN), and date of birth) concerning United States Postal Service (Postal Service) annuitants and their family members as part of a process to verify eligibility to enroll in Medicare Part B during the Postal Service Reform Act of 2022 (PSRA) Medicare special enrollment period (SEP).","In accordance with the provisions of the Privacy Act, as amended, this notice announces a new matching program with Office of Personnel Management (OPM). This matching program sets forth the terms, conditions, and safeguards under which SSA uses...",,"Submit comments on the proposed matching program no later than January 22, 2024.",2,88466,88467,,Social Security Administration,470,https://www.federalregister.gov/agencies/social-security-administration,None,social-security-administration,,
Continental Shelf and Maritime Boundaries; Notice of Limits,2023-28159,,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28159.pdf,This notice provides updated information pertaining to the outer limits of the U.S. continental shelf.,This notice provides updated information pertaining to the outer limits of the U.S. continental shelf.,,"These limits are in effect as of December 21, 2023.",8,88470,88477,,State Department,476,https://www.federalregister.gov/agencies/state-department,None,state-department,,
"Approval of Noise Compatibility Program Update; Westfield-Barnes Regional Airport (BAF), Westfield, Massachusetts",2023-28148,Notice.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28148.pdf,"The Federal Aviation Administration (FAA) announces its findings on the Noise Compatibility Program (NCP) Update submitted by the City of Westfield, Massachusetts, through its Aviation Department, for Westfield-Barnes Regional Airport. The Final Noise Compatibility Program (NCP) was submitted to FAA for review and approval on May 26, 2023. The NCP was found to be sufficient for consideration by the FAA, and a Federal Register noticed appeared on July 11, 2023. The required 60-day public comment period expired on September 9, 2023. The NEM was previously determined to be in compliance on June 13, 2019, and is still valid. The NCP contained 10 noise abatement measures, nine land use measures, and four program management measures. Of the 23 measures proposed, 12 were approved, 9 were approved as voluntary, one requires no action at this time, and one was disapproved for purposes of part 150.","The Federal Aviation Administration (FAA) announces its findings on the Noise Compatibility Program (NCP) Update submitted by the City of Westfield, Massachusetts, through its Aviation Department, for Westfield-Barnes Regional Airport. The Final Noise...",,"The applicable start date of the FAA's approval is December 14, 2023.",3,88483,88485,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
"Random Drug and Alcohol Testing Percentage Rates of Covered Aviation Employees for the Period January 1, 2024 to December 31, 2024; Correction",2023-28124,"Random drug and alcohol testing percentage rates of covered aviation employees for the period January 1, 2024 to December 31, 2024; correction.",2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28124.pdf,"On December 15, 2023, the Federal Aviation Administration (FAA) published a correction to the Random Drug and Alcohol Testing Percentage Rates of Covered Aviation Employees for the Period January 1, 2024 to December 31, 2024. In that document, the FAA inadvertently provided the incorrect docket number in the heading and corrections sections. This document corrects that error.","On December 15, 2023, the Federal Aviation Administration (FAA) published a correction to the Random Drug and Alcohol Testing Percentage Rates of Covered Aviation Employees for the Period January 1, 2024 to December 31, 2024. In that document, the FAA...",,"This correction is effective December 21, 2023.",1,88485,88485,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Agency Information Collection Activities: Notice of Request for Renewal of Currently Approved Information Collection,2023-28134,Notice of request for extension of currently approved information collection.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28134.pdf,"The FHWA has forwarded the information collection request described in this notice to the Office of Management and Budget (OMB) for approval of a renewal of information collection. We published a Federal Register Notice with a 60-day public comment period on this information collection on October 17, 2023. We are required to publish this notice in the Federal Register by the Paperwork Reduction Act of 1995.",The FHWA has forwarded the information collection request described in this notice to the Office of Management and Budget (OMB) for approval of a renewal of information collection. We published a Federal Register Notice with a 60-day public comment...,,"Please submit comments by January 22, 2024.",2,88485,88486,,"Transportation Department, Federal Highway Administration","492, 170","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-highway-administration","None, 492","transportation-department, federal-highway-administration",,
Qualification of Drivers; Exemption Applications; Epilepsy and Seizure Disorders,2023-28038,Notice of renewal of exemptions; request for comments.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28038.pdf,"FMCSA announces its decision to renew exemptions for 11 individuals from the requirement in the Federal Motor Carrier Safety Regulations (FMCSRs) that interstate commercial motor vehicle (CMV) drivers have ""no established medical history or clinical diagnosis of epilepsy or any other condition which is likely to cause loss of consciousness or any loss of ability to control a CMV."" The exemptions enable these individuals who have had one or more seizures and are taking anti-seizure medication to continue to operate CMVs in interstate commerce.","FMCSA announces its decision to renew exemptions for 11 individuals from the requirement in the Federal Motor Carrier Safety Regulations (FMCSRs) that interstate commercial motor vehicle (CMV) drivers have ""no established medical history or clinical...",,"Each group of renewed exemptions were applicable on the dates stated in the discussions below and will expire on the dates stated in the discussions below. Comments must be received on or before January 22, 2024.",2,88486,88487,,"Transportation Department, Federal Motor Carrier Safety Administration","492, 181","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-motor-carrier-safety-administration","None, 492","transportation-department, federal-motor-carrier-safety-administration",,
Northern Indiana Commuter Transportation District's Request To Amend Its Positive Train Control Safety Plan and Positive Train Control System,2023-28008,Notice of availability and request for comments.,2023-12-21,https://www.govinfo.gov/content/pkg/FR-2023-12-21/pdf/2023-28008.pdf,"This document provides the public with notice that, on December 12, 2023, the Northern Indiana Commuter Transportation District (NICD) submitted a request for amendment (RFA) to its FRA- approved Positive Train Control Safety Plan (PTCSP). As this RFA requests FRA's approval of NICD's proposed material modifications to its FRA-certified positive train control (PTC) system, FRA is publishing this notice and inviting public comment on the railroad's RFA to its PTCSP.","This document provides the public with notice that, on December 12, 2023, the Northern Indiana Commuter Transportation District (NICD) submitted a request for amendment (RFA) to its FRA- approved Positive Train Control Safety Plan (PTCSP). As this RFA...",,"FRA will consider comments received by January 10, 2024. FRA may consider comments received after that date to the extent practicable and without delaying implementation of valuable or necessary modifications to a PTC system.",1,88488,88488,,"Transportation Department, Federal Railroad Administration","492, 185","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-railroad-administration","None, 492","transportation-department, federal-railroad-administration",,
