document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
"FDIC Official Sign and Advertising Requirements, False Advertising, Misrepresentation of Insured Status, and Misuse of the FDIC's Name or Logo",2022-27349,Notice of proposed rulemaking and request for comment.,2022-12-21,https://www.govinfo.gov/content/pkg/FR-2022-12-21/pdf/2022-27349.pdf,"The Federal Deposit Insurance Corporation (FDIC) is seeking comment on a proposal to modernize the rules governing use of the official FDIC sign and insured depository institutions' (IDIs) advertising statements to reflect how depositors do business with IDIs today, including through digital and mobile channels. The proposed rule also would clarify the FDIC's regulations regarding misrepresentations of deposit insurance coverage by addressing specific scenarios where consumers may be misled as to whether they are doing business with an IDI and whether their funds are protected by deposit insurance. The proposal is intended to enable consumers to better understand when they are doing business with an IDI and when their funds are protected by the FDIC's deposit insurance coverage.",The Federal Deposit Insurance Corporation (FDIC) is seeking comment on a proposal to modernize the rules governing use of the official FDIC sign and insured depository institutions' (IDIs) advertising statements to reflect how depositors do business...,"Advertising, Bank deposit insurance, Savings associations, Signs and symbols","Comments must be received by the FDIC no later than February 21, 2023.",21,78017,78037,False,Federal Deposit Insurance Corporation,164,https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation,None,federal-deposit-insurance-corporation,12,328
Payments Under State Home Care Agreements for Nursing Home Care,2022-27436,Proposed rule.,2022-12-21,https://www.govinfo.gov/content/pkg/FR-2022-12-21/pdf/2022-27436.pdf,The Department of Veterans Affairs proposes to amend its State home per diem regulation to provide a new formula for calculating the prevailing rate VA would pay a State home that enters into a State home care agreement to provide nursing home care to eligible veterans.,The Department of Veterans Affairs proposes to amend its State home per diem regulation to provide a new formula for calculating the prevailing rate VA would pay a State home that enters into a State home care agreement to provide nursing home care to...,"Administrative practice and procedure, Claims, Dental health, Government contracts, Grant programs-health, Grant programs-veterans, Health care, Health facilities, Health professions, Health records, Mental health programs, Nursing homes, Reporting and recordkeeping requirements, Travel and transportation expenses, Veterans","Comments must be received on or before February 21, 2023.",4,78038,78041,False,Veterans Affairs Department,520,https://www.federalregister.gov/agencies/veterans-affairs-department,None,veterans-affairs-department,38,51
IMARA Calculation for Calendar Year 2023 Under the Terrorism Risk Insurance Program,2022-27669,Notice.,2022-12-21,https://www.govinfo.gov/content/pkg/FR-2022-12-21/pdf/2022-27669.pdf,"The Department of the Treasury (Treasury) is providing notice to the public of the insurance marketplace aggregate retention amount (IMARA) for calendar year 2023 for purposes of the Terrorism Risk Insurance Program (TRIP or the Program) under the Terrorism Risk Insurance Act, as amended (TRIA or the Act). As explained below, Treasury has determined that the IMARA for calendar year 2023 is $44,979,144,932.",The Department of the Treasury (Treasury) is providing notice to the public of the insurance marketplace aggregate retention amount (IMARA) for calendar year 2023 for purposes of the Terrorism Risk Insurance Program (TRIP or the Program) under the...,,"The IMARA for calendar year 2023 is applicable January 1, 2023 through December 31, 2023.",2,78202,78203,False,Treasury Department,497,https://www.federalregister.gov/agencies/treasury-department,None,treasury-department,,
"Patient Protection and Affordable Care Act, HHS Notice of Benefit and Payment Parameters for 2024",2022-27206,Proposed rule.,2022-12-21,https://www.govinfo.gov/content/pkg/FR-2022-12-21/pdf/2022-27206.pdf,"This proposed rule includes proposed payment parameters and provisions related to the HHS-operated risk adjustment and risk adjustment data validation programs, as well as proposed 2024 user fee rates for issuers offering qualified health plans (QHPs) through Federally-facilitated Exchanges (FFEs) and State-based Exchanges on the Federal platform (SBE-FPs). This proposed rule also proposes requirements related to updating standardized plan options and reducing plan choice overload; re-enrollment hierarchy; plan and plan variation marketing name requirements for QHPs; essential community providers (ECPs) and network adequacy; failure to file and reconcile; special enrollment periods (SEPs); the annual household income verification; the deadline for QHP issuers to report enrollment and payment inaccuracies; requirements related to the State Exchange improper payment measurement program; and requirements for agents, brokers, and web-brokers assisting FFE and SBE-FP consumers.","This proposed rule includes proposed payment parameters and provisions related to the HHS-operated risk adjustment and risk adjustment data validation programs, as well as proposed 2024 user fee rates for issuers offering qualified health plans (QHPs)...","Administrative practice and procedure, Advertising, Advisory committees, Brokers, Conflict of interests, Consumer protection, Grant programs-health, Grants administration, Health care, Health insurance, Health maintenance organizations (HMO), Health maintenance organizations (HMO), Health records, Hospitals, Indians, Individuals with disabilities, Intergovernmental relations, Loan programs-health, Medicaid, Organization and functions (Government agencies), Public assistance programs, Reporting and recordkeeping requirements, State and local governments, Sunshine Act, Technical assistance, Women, Youth","To be assured consideration, comments must be received at one of the addresses provided below, by no later than 5 p.m. on January 30, 2023.",117,78206,78322,True,Health and Human Services Department,221,https://www.federalregister.gov/agencies/health-and-human-services-department,None,health-and-human-services-department,"45, 45, 45","153, 155, 156"
Strengthening the Section 184 Indian Home Loan Guarantee Program,2022-26097,Proposed rule.,2022-12-21,https://www.govinfo.gov/content/pkg/FR-2022-12-21/pdf/2022-26097.pdf,"This proposed rule would revise the regulations governing the Section 184 Indian Home Loan Guarantee Program (""Section 184 Program"") to fiscally strengthen the program by clarifying rules for Lenders, Tribes, and Borrowers. As the program has experienced an increase in demand, it now requires an update to the implementing regulations to minimize potential risk and increase program participation by financial institutions. This proposed rule strives to modernize and enhance the Section 184 Program by adding participation and eligibility requirements for Lenders and other financial institutions. This proposed rule would also clarify the rules governing Tribal participation in the program, establish underwriting requirements, specify rules on the closing and endorsement process, establish stronger and clearer servicing requirements, establish program rules governing claims submitted by Servicers and paid by HUD, and add standards governing monitoring, reporting, sanctions and appeals. This rule would add new definitions and make statutory conforming amendments, including the categorical exclusion of the Section 184 program in HUD's environmental review regulations. Ultimately, the changes made by this proposed rule would promote program sustainability, increase Borrower protections, and provide clarity for new and existing Lenders who participate in the program.","This proposed rule would revise the regulations governing the Section 184 Indian Home Loan Guarantee Program (""Section 184 Program"") to fiscally strengthen the program by clarifying rules for Lenders, Tribes, and Borrowers. As the program has...","Community development block grants, Environmental impact statements, Grant programs-housing and community development, Indians, Loan programs-Indians, Reporting and recordkeeping requirements","Comment Due Date: March 17, 2023.",56,78324,78379,True,Housing and Urban Development Department,228,https://www.federalregister.gov/agencies/housing-and-urban-development-department,None,housing-and-urban-development-department,"24, 24","58, 1005"
Clean Energy for New Federal Buildings and Major Renovations of Federal Buildings,2022-27098,Supplemental notice of proposed rulemaking.,2022-12-21,https://www.govinfo.gov/content/pkg/FR-2022-12-21/pdf/2022-27098.pdf,"The Department of Energy (""DOE"") is publishing a supplemental notice of proposed rulemaking (""SNOPR"") to establish revised energy performance standards for the construction of new Federal buildings, including commercial buildings, multi-family high- rise residential buildings, and low-rise residential buildings per the Energy Conservation and Production Act (""ECPA""), as amended by the Energy Independence and Security Act (""EISA"") of 2007. This document presents an updated proposal with a new focus that accounts for the needs of Federal agencies and the goals of President Biden's Administration and responds to comments received on prior notice of proposed rulemaking (""NOPR"") and SNOPR documents. Consistent with the requirements of ECPA and EISA, this document presents revised Federal building energy performance standards that would require reductions in Federal agencies' on-site use of fossil fuels (which include coal, petroleum, natural gas, oil shales, bitumens, tar sands, and heavy oils) consistent with the targets of ECPA and EISA and provides processes by which agencies can petition DOE for the downward adjustment of said targets for buildings.","The Department of Energy (""DOE"") is publishing a supplemental notice of proposed rulemaking (""SNOPR"") to establish revised energy performance standards for the construction of new Federal buildings, including commercial buildings, multi-family high-...","Buildings and facilities, Energy conservation, Engineers, Federal buildings and facilities, Housing, Incorporation by reference","Meeting: DOE will hold a webinar on Thursday, January 5, 2023, from 1:00 p.m. to 4:00 p.m. See section VI, ""Public Participation,"" for webinar registration information, participant instructions, and information about the capabilities available to webinar participants.",55,78382,78436,False,Energy Department,136,https://www.federalregister.gov/agencies/energy-department,None,energy-department,"10, 10","433, 435"
"Administrative Simplification: Adoption of Standards for Health Care Attachments Transactions and Electronic Signatures, and Modification to Referral Certification and Authorization Transaction Standard",2022-27437,Proposed rule.,2022-12-21,https://www.govinfo.gov/content/pkg/FR-2022-12-21/pdf/2022-27437.pdf,"This rule would implement requirements of the Administrative Simplification subtitle of the Health Insurance Portability and Accountability Act of 1996 (HIPAA) and the Patient Protection and Affordable Care Act, as amended by the Health Care and Education Reconciliation Act of 2010, enacted on March 30, 2010--collectively, the Affordable Care Act. Specifically, this proposed rule would adopt standards for ""health care attachments"" transactions, which would support both health care claims and prior authorization transactions, and a standard for electronic signatures to be used in conjunction with health care attachments transactions. To better support the use of the proposed standards for attachments transactions with prior authorization transactions, this rule also proposes to adopt a modification to the standard for the referral certification and authorization transaction (X12 278) to move from Version 5010 to Version 6020.","This rule would implement requirements of the Administrative Simplification subtitle of the Health Insurance Portability and Accountability Act of 1996 (HIPAA) and the Patient Protection and Affordable Care Act, as amended by the Health Care and...","Administrative practice and procedure, Administrative practice and procedure, Computer technology, Health care, Health facilities, Health facilities, Health insurance, Health insurance, Health records, Hospitals, Hospitals, Incorporation by reference, Medicaid, Medicare, Penalties, Reporting and recordkeeping requirements","To be assured consideration, comments must be received at one of the addresses provided below, no later than 5 p.m. on March 21, 2023.",31,78438,78468,False,"Health and Human Services Department, ","221, ","https://www.federalregister.gov/agencies/health-and-human-services-department, ","None, ","health-and-human-services-department, ","45, 45","160, 162"
Brightline Trains Florida's Request for Approval To Field Test Positive Train Control,2022-27668,Notice of availability and request for comments.,2022-12-21,https://www.govinfo.gov/content/pkg/FR-2022-12-21/pdf/2022-27668.pdf,"This document provides the public with notice that on December 9, 2022, Brightline Trains Florida (BTF) submitted a document entitled, ""Brightline OX Line Segment Test Request 120922,"" dated December 9, 2022, to FRA. BTF asks FRA to approve its request so that BTF may field test its trains that have been equipped with positive train control (PTC) technology.","This document provides the public with notice that on December 9, 2022, Brightline Trains Florida (BTF) submitted a document entitled, ""Brightline OX Line Segment Test Request 120922,"" dated December 9, 2022, to FRA. BTF asks FRA to approve its request...",,"FRA will consider comments received by February 21, 2023. FRA may consider comments received after that date to the extent practicable and without delaying implementation of valuable or necessary modifications to a PTC system.",1,78202,78202,,"Transportation Department, Federal Railroad Administration","492, 185","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-railroad-administration","None, 492","transportation-department, federal-railroad-administration",,
Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Independent Living Services for Older Individuals Who Are Blind Annual Report (7-OB),2022-27499,Notice.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27499.pdf,"In accordance with the Paperwork Reduction Act (PRA) of 1995, the Department is proposing a revision of a currently approved information collection request (ICR).","In accordance with the Paperwork Reduction Act (PRA) of 1995, the Department is proposing a revision of a currently approved information collection request (ICR).",,"Interested persons are invited to submit comments on or before January 19, 2023.",1,77823,77823,,Education Department,126,https://www.federalregister.gov/agencies/education-department,None,education-department,,
"Briar Hydro Associates, LLC; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule for Relicensing and a Deadline for Submission of Final Amendments",2022-27586,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27586.pdf,,,,,2,77823,77824,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Combined Notice of Filings,2022-27622,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27622.pdf,,,,12/13/2022.,1,77824,77824,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"Briar Hydro Associates, LLC; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule for Relicensing and a Deadline for Submission of Final Amendments",2022-27589,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27589.pdf,,,,,2,77824,77825,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"Sandy Ridge Wind 2, LLC; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization",2022-27624,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27624.pdf,,,,,2,77825,77826,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"K2SO, LLC; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization",2022-27625,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27625.pdf,,,,,1,77826,77826,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Combined Notice of Filings #1,2022-27623,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27623.pdf,,,,12/13/22.,2,77826,77827,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Briar Hydro Associates; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule for Relicensing and a Deadline for Submission of Final Amendments,2022-27587,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27587.pdf,,,,,2,77827,77828,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"EcoEléctrica, L.P.; Notice of Technical Conference",2022-27588,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27588.pdf,,,,,2,77828,77829,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
"Chaves County Solar II, LLC; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization",2022-27626,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27626.pdf,,,,,1,77829,77829,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Mineral Wool Production (Renewal),2022-27533,Notice.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27533.pdf,"The Environmental Protection Agency has submitted an information collection request (ICR), NESHAP for Mineral Wool Production (EPA ICR Number 1799.11, OMB Control Number 2060-0362), to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act. This is a proposed extension of the ICR, which is currently approved through January 31, 2023. Public comments were previously requested, via the Federal Register, on July 22, 2022 during a 60-day comment period. This notice allows for an additional 30 days for public comments. A fuller description of the ICR is given below, including its estimated burden and cost to the public. An agency may neither conduct nor sponsor, and a person is not required to respond to, a collection of information unless it displays a currently valid OMB control number.","The Environmental Protection Agency has submitted an information collection request (ICR), NESHAP for Mineral Wool Production (EPA ICR Number 1799.11, OMB Control Number 2060-0362), to the Office of Management and Budget (OMB) for review and approval...",,"Additional comments may be submitted on or before January 19, 2023.",2,77829,77830,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Off-Site Waste and Recovery Operations (Renewal),2022-27534,Notice.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27534.pdf,"The Environmental Protection Agency (EPA) has submitted an information collection request (ICR), NESHAP for Off-Site Waste and Recovery Operations (EPA ICR Number 1717.13, OMB Control Number 2060- 0313), to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act. This is a proposed extension of the ICR, which is currently approved through January 31, 2023. Public comments were previously requested, via the Federal Register, on April 8, 2022 during a 60-day comment period. This notice allows for an additional 30 days for public comments. A fuller description of the ICR is given below, including its estimated burden and cost to the public. An agency may neither conduct nor sponsor, and a person is not required to respond to a collection of information unless it displays a currently valid OMB control number.","The Environmental Protection Agency (EPA) has submitted an information collection request (ICR), NESHAP for Off-Site Waste and Recovery Operations (EPA ICR Number 1717.13, OMB Control Number 2060- 0313), to the Office of Management and Budget (OMB) for...",,"Additional comments may be submitted on or before January 19, 2023.",2,77830,77831,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
"Clean Air Act Operating Permit Program; Petition for Objection to State Operating Permits for Lucid Energy Delaware, LLC, Frac Cat and Big Lizard Compressor Stations, Lea County, New Mexico",2022-27512,Notice of final Order on Petitions for objection to two Clean Air Act title V operating permits.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27512.pdf,"The Environmental Protection Agency (EPA) Administrator signed an Order dated November 16, 2022, granting in part and denying in part two Petitions dated June 15, 2022, and September 26, 2022, from WildEarth Guardians (collectively, the Petitions). The Petitions requested that the EPA object to two Clean Air Act (CAA) title V operating permits issued by the New Mexico Environmental Department's Air Quality Bureau (AQB) to the Lucid Delaware Energy, LLC (Lucid) Frac Cat Compressor Station (Frac Cat) and the Lucid Big Lizard (Big Lizard) Compressor Station, both located in Lea County, New Mexico. EPA notes that the AQB approved an Administrative Amendment transferring ownership of both facilities from Lucid Delaware Energy, LLC to Targa Northern Delaware, LLC on November 10, 2022.","The Environmental Protection Agency (EPA) Administrator signed an Order dated November 16, 2022, granting in part and denying in part two Petitions dated June 15, 2022, and September 26, 2022, from WildEarth Guardians (collectively, the Petitions). The...",,,1,77831,77831,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NESHAP for Phosphoric Acid Manufacturing and Phosphate Fertilizers Production (Renewal),2022-27535,Notice.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27535.pdf,"The Environmental Protection Agency has submitted an information collection request (ICR), NESHAP for Phosphoric Acid Manufacturing and Phosphate Fertilizers Production (EPA ICR Number 1790.10, OMB Control Number 2060-0361, to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act. This is a proposed extension of the ICR, which is currently approved through January 31, 2023. Public comments were previously requested, via the Federal Register, on April 8, 2022 during a 60-day comment period. This notice allows for an additional 30 days for public comments. A fuller description of the ICR is given below, including its estimated burden and cost to the public. An agency may neither conduct nor sponsor, and a person is not required to respond to, a collection of information unless it displays a currently valid OMB control number.","The Environmental Protection Agency has submitted an information collection request (ICR), NESHAP for Phosphoric Acid Manufacturing and Phosphate Fertilizers Production (EPA ICR Number 1790.10, OMB Control Number 2060-0361, to the Office of Management...",,"Additional comments may be submitted on or before January 19, 2023.",1,77832,77832,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,,
Information Collection Approved by the Office of Management and Budget (OMB),2022-27615,Notice.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27615.pdf,"The Federal Communications Commission (FCC) has received Office of Management and Budget (OMB) approval for the following public information collections pursuant to the Paperwork Reduction Act of 1995. An agency may not conduct or sponsor a collection of information unless it displays a currently valid OMB control number, and no person is required to respond to a collection of information unless it displays a currently valid control number. Comments concerning the accuracy of the burden estimates and any suggestions for reducing the burden should be directed to the person listed in the FOR FURTHER INFORMATION CONTACT section below.",The Federal Communications Commission (FCC) has received Office of Management and Budget (OMB) approval for the following public information collections pursuant to the Paperwork Reduction Act of 1995. An agency may not conduct or sponsor a collection...,,"December 12, 2022.",2,77832,77833,,Federal Communications Commission,161,https://www.federalregister.gov/agencies/federal-communications-commission,None,federal-communications-commission,,
Agency Forms Undergoing Paperwork Reduction Act Review,2022-27503,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27503.pdf,,,,,2,77833,77834,,"Health and Human Services Department, Centers for Disease Control and Prevention","221, 44","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention","None, 221","health-and-human-services-department, centers-for-disease-control-and-prevention",,
Mine Safety and Health Research Advisory Committee (MSHRAC); Notice of Charter Renewal,2022-27482,Notice of charter renewal.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27482.pdf,"This gives notice that under the Federal Advisory Committee Act of October 6, 1972, that the Mine Safety and Health Research Advisory Committee (MSHRAC), Centers for Disease Control and Prevention (CDC), Department of Health and Human Services, has been renewed for a 2-year period through November 30, 2024.","This gives notice that under the Federal Advisory Committee Act of October 6, 1972, that the Mine Safety and Health Research Advisory Committee (MSHRAC), Centers for Disease Control and Prevention (CDC), Department of Health and Human Services, has...",,,1,77834,77834,,"Health and Human Services Department, Centers for Disease Control and Prevention","221, 44","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention","None, 221","health-and-human-services-department, centers-for-disease-control-and-prevention",,
Proposed Data Collection Submitted for Public Comment and Recommendations,2022-27506,Notice with comment period.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27506.pdf,"The Centers for Disease Control and Prevention (CDC), as part of its continuing effort to reduce public burden and maximize the utility of government information, invites the general public and other federal agencies the opportunity to comment on a continuing information collection, as required by the Paperwork Reduction Act of 1995. This notice invites comment on a proposed information collection project titled Asthma Information Reporting System (AIRS). The purpose of AIRS is to collect performance measure (PM) and surveillance data designed to increase the efficiency and effectiveness of, and to monitor the impact of, state, local and territorial asthma programs.","The Centers for Disease Control and Prevention (CDC), as part of its continuing effort to reduce public burden and maximize the utility of government information, invites the general public and other federal agencies the opportunity to comment on a...",,"CDC must receive written comments on or before February 21, 2023.",2,77835,77836,,"Health and Human Services Department, Centers for Disease Control and Prevention","221, 44","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention","None, 221","health-and-human-services-department, centers-for-disease-control-and-prevention",,
Agency Forms Undergoing Paperwork Reduction Act Review,2022-27504,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27504.pdf,,,,,3,77836,77838,,"Health and Human Services Department, Centers for Disease Control and Prevention","221, 44","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention","None, 221","health-and-human-services-department, centers-for-disease-control-and-prevention",,
Agency Forms Undergoing Paperwork Reduction Act Review,2022-27505,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27505.pdf,,,,,2,77838,77839,,"Health and Human Services Department, Centers for Disease Control and Prevention","221, 44","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention","None, 221","health-and-human-services-department, centers-for-disease-control-and-prevention",,
Agency Forms Undergoing Paperwork Reduction Act Review,2022-27502,,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27502.pdf,,,,,2,77839,77840,,"Health and Human Services Department, Centers for Disease Control and Prevention","221, 44","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention","None, 221","health-and-human-services-department, centers-for-disease-control-and-prevention",,
Proposed Data Collection Submitted for Public Comment and Recommendations,2022-27507,Notice with comment period.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27507.pdf,"The Centers for Disease Control and Prevention (CDC), as part of its continuing effort to reduce public burden and maximize the utility of government information, invites the general public and other federal agencies the opportunity to comment on a proposed and/or continuing information collection, as required by the Paperwork Reduction Act of 1995. This notice invites comment on a proposed information collection project titled Environmental Public Health Tracking Network (Tracking Network). The Tracking Program is the ongoing collection, integration, analysis, and dissemination of health, exposure, and hazard data designed to drive public health actions that protect the population from harm resulting from exposure to environmental contaminants, and integrates these data from various sources including state and local health departments (SLHD) into the Tracking Network.","The Centers for Disease Control and Prevention (CDC), as part of its continuing effort to reduce public burden and maximize the utility of government information, invites the general public and other federal agencies the opportunity to comment on a...",,"CDC must receive written comments on or before February 21, 2023.",3,77840,77842,,"Health and Human Services Department, Centers for Disease Control and Prevention","221, 44","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention","None, 221","health-and-human-services-department, centers-for-disease-control-and-prevention",,
Proposed Data Collection Submitted for Public Comment and Recommendations,2022-27508,Notice with comment period.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27508.pdf,"The Centers for Disease Control and Prevention (CDC), as part of its continuing effort to reduce public burden and maximize the utility of government information, invites the general public and other federal agencies the opportunity to comment on a proposed and/or continuing information collection, as required by the Paperwork Reduction Act of 1995. This notice invites comment on a proposed information collection project titled Awardee Lead Profile Assessment (ALPA). The ICR includes a survey to collect information to identify jurisdictional legal frameworks governing funded childhood lead poisoning prevention programs and strategies for implementing childhood lead poisoning prevention activities in the United States.","The Centers for Disease Control and Prevention (CDC), as part of its continuing effort to reduce public burden and maximize the utility of government information, invites the general public and other federal agencies the opportunity to comment on a...",,"CDC must receive written comments on or before February 21, 2023.",2,77842,77843,,"Health and Human Services Department, Centers for Disease Control and Prevention","221, 44","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention","None, 221","health-and-human-services-department, centers-for-disease-control-and-prevention",,
"Centers for Disease Control and Prevention (CDC)/Health Resources and Services Administration (HRSA) Advisory Committee on HIV, Viral Hepatitis and STD Prevention and Treatment (CHAC); Notice of Charter Renewal",2022-27481,Notice of charter renewal.,2022-12-20,https://www.govinfo.gov/content/pkg/FR-2022-12-20/pdf/2022-27481.pdf,"This gives notice under the Federal Advisory Committee Act of October 6, 1972, that the Centers for Disease Control and Prevention (CDC)/Health Resources and Services Administration (HRSA) Advisory Committee on HIV, Viral Hepatitis and STD Prevention and Treatment (CHAC), Centers for Disease Control and Prevention, Department of Health and Human Services, has been renewed for a 2-year period through November 25, 2024.","This gives notice under the Federal Advisory Committee Act of October 6, 1972, that the Centers for Disease Control and Prevention (CDC)/Health Resources and Services Administration (HRSA) Advisory Committee on HIV, Viral Hepatitis and STD Prevention...",,,1,77843,77843,,"Health and Human Services Department, Centers for Disease Control and Prevention","221, 44","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention","None, 221","health-and-human-services-department, centers-for-disease-control-and-prevention",,
