document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
"Self-Regulatory Organizations; MIAX Emerald, LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Its Fee Schedule To Adopt a Tiered-Pricing Structure for Additional Limited Service MIAX Emerald Express Interface Ports",2021-27421,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27421.pdf,,,,,14,71965,71978,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; Nasdaq MRX, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend MRX's Pricing Schedule at Options 7, Section 1, General Provisions",2021-27428,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27428.pdf,,,,,3,71978,71980,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Self-Regulatory Organizations; MEMX LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend the Exchange's Fee Schedule,2021-27422,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27422.pdf,,,,,4,71980,71983,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; MIAX Emerald, LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend the MIAX Emerald Fee Schedule To Adopt a Tiered-Pricing Structure for Certain Connectivity Fees",2021-27425,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27425.pdf,,,,,14,71983,71996,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Self-Regulatory Organizations; Miami International Securities Exchange LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend the MIAX Fee Schedule To Adopt a Tiered-Pricing Structure for Certain Connectivity Fees,2021-27424,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27424.pdf,,,,,14,71996,72009,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change to Extend the Temporary Period for Specified Commentaries to Rules 7.35A and 7.35C and Temporary Rule Relief in Rule 36.30,2021-27429,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27429.pdf,,,,,4,72009,72012,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the NYSE Arca Equities Fees and Charges",2021-27419,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27419.pdf,,,,,5,72012,72016,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Proposed Collection; Comment Request,2021-27499,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27499.pdf,,,,,1,72016,72016,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend Section 902.03 of the NYSE Listed Company Manual To Modify Listing and Annual Fees Applicable to Certain Warrants Listed by Foreign Companies,2021-27417,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27417.pdf,,,,,3,72016,72018,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; Nasdaq ISE, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend ISE's Pricing Schedule at Options 7, Section 1, General Provisions",2021-27426,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27426.pdf,,,,,3,72018,72020,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; BOX Exchange LLC; Order Approving a Proposed Rule Change, as Modified by Amendment No. 1, Related to BOX Exchange LLC and BOX Holdings Group LLC Ownership Transfer Transactions",2021-27427,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27427.pdf,,,,,4,72021,72024,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Proposed Collection; Comment Request,2021-27500,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27500.pdf,,,,,2,72024,72025,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Rate for Assessment on Direct Payment of Fees to Representatives in 2022,2021-27474,Notice.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27474.pdf,We are announcing the assessment percentage rate under the Social Security Act (Act) is 6.3 percent for 2022.,We are announcing the assessment percentage rate under the Social Security Act (Act) is 6.3 percent for 2022.,,,1,72025,72025,,Social Security Administration,470,https://www.federalregister.gov/agencies/social-security-administration,None,social-security-administration,,
"Alabama & Florida Railway Co., Inc.-Abandonment Exemption-in Geneva, Coffee, and Covington Counties, Ala.",2021-27470,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27470.pdf,,,,,2,72025,72026,,Surface Transportation Board,481,https://www.federalregister.gov/agencies/surface-transportation-board,None,surface-transportation-board,,
Agency Information Collection Activities: Requests for Comments; Clearance of a Renewed Approval of Information Collection: Flight and Duty Limitations and Rest Requirements-Flightcrew Members,2021-27456,Notice and request for comments.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27456.pdf,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The collection involves reporting exceeded flight duty periods and flight times, including scheduled maximum and actual flight duty periods and flight times, basic flight information (e.g., city pairs, departure times, flight number), and reason for exceedance. Reporting and recordkeeping are required any time a certificated air carrier has exceeded a maximum daily flight time limit or a maximum daily Flight Duty Period (FDP) limit. It is also required for the voluntary development of a Fatigue Risk Management System (FRMS), and for fatigue training. The information is necessary to monitor trends in exceedance and possible underlying systemic causes requiring operator action, and to determine whether operator is scheduling realistically.","In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The collection involves reporting exceeded flight...",,"Written comments should be submitted by February 18, 2022.",2,72026,72027,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Petition for Exemption; Summary of Petition Received; The Boeing Company,2021-27488,Notice of petition for exemption received.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27488.pdf,"This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither publication of this notice nor the inclusion or omission of information in the summary is intended to affect the legal status of the petition or its final disposition.","This notice contains a summary of a petition seeking relief from specified requirements of Federal Aviation Regulations. The purpose of this notice is to improve the public's awareness of, and participation in, the FAA's exemption process. Neither...",,"Comments on this petition must identify the petition docket number and must be received on or before January 10, 2022.",1,72027,72027,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Agency Information Collection Activity: Principles of Excellence Complaint Feedback Tool,2021-27490,Notice.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27490.pdf,"Veterans Benefits Administration, Department of Veterans Affairs (VA), is announcing an opportunity for public comment on the proposed collection of certain information by the agency. Under the Paperwork Reduction Act (PRA) of 1995, Federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed revision of a currently approved collection, and allow 60 days for public comment in response to the notice.","Veterans Benefits Administration, Department of Veterans Affairs (VA), is announcing an opportunity for public comment on the proposed collection of certain information by the agency. Under the Paperwork Reduction Act (PRA) of 1995, Federal agencies...",,"Written comments and recommendations on the proposed collection of information should be received on or before February 18, 2022.",2,72027,72028,,Veterans Affairs Department,520,https://www.federalregister.gov/agencies/veterans-affairs-department,None,veterans-affairs-department,,
Establishing the United States Council on Transnational Organized Crime,2021-27605,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27605.pdf,,,,,4,71793,71796,,Executive Office of the President,538,https://www.federalregister.gov/agencies/executive-office-of-the-president,None,executive-office-of-the-president,,
Medical Pharmacy Decision and Order,2021-27416,,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27416.pdf,,,,,36,72030,72065,,"Justice Department, Drug Enforcement Administration","268, 116","https://www.federalregister.gov/agencies/justice-department, https://www.federalregister.gov/agencies/drug-enforcement-administration","None, 268","justice-department, drug-enforcement-administration",,
Credit Risk Retention-Notification of Determination of Review,2021-27561,Determination of results of interagency review.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27561.pdf,"The OCC, Board, FDIC, Commission, FHFA, and HUD (the agencies) are providing notice of the determination of the results of the review of the definition of qualified residential mortgage, the community-focused residential mortgage exemption, and the exemption for qualifying three-to-four unit residential mortgage loans, in each case as currently set forth in the Credit Risk Retention Regulations (as defined below) as adopted by the agencies. After completing the review, the agencies have determined not to propose any change at this time to the definition of qualified residential mortgage, the community-focused residential mortgage exemption, or the exemption for qualifying three- to-four unit residential mortgage loans.","The OCC, Board, FDIC, Commission, FHFA, and HUD (the agencies) are providing notice of the determination of the results of the review of the definition of qualified residential mortgage, the community-focused residential mortgage exemption, and the...",,"December 20, 2021.",4,71810,71813,,"Treasury Department, Comptroller of the Currency, Federal Reserve System, Federal Deposit Insurance Corporation, Federal Housing Finance Agency, Securities and Exchange Commission, Housing and Urban Development Department","497, 80, 188, 164, 174, 466, 228","https://www.federalregister.gov/agencies/treasury-department, https://www.federalregister.gov/agencies/comptroller-of-the-currency, https://www.federalregister.gov/agencies/federal-reserve-system, https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation, https://www.federalregister.gov/agencies/federal-housing-finance-agency, https://www.federalregister.gov/agencies/securities-and-exchange-commission, https://www.federalregister.gov/agencies/housing-and-urban-development-department","None, 497, None, None, None, None, None","treasury-department, comptroller-of-the-currency, federal-reserve-system, federal-deposit-insurance-corporation, federal-housing-finance-agency, securities-and-exchange-commission, housing-and-urban-development-department","12, 12, 12, 12, 17, 24","43, 244, 373, 1234, 246, 267"
Community Reinvestment Act Regulations,2021-27439,Joint final rule; technical amendment.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27439.pdf,"The Board and the FDIC (collectively, the Agencies) are amending their Community Reinvestment Act (CRA) regulations to adjust the asset-size thresholds used to define ""small bank"" and ""intermediate small bank."" As required by the CRA regulations, the adjustment to the threshold amount is based on the annual percentage change in the Consumer Price Index for Urban Wage Earners and Clerical Workers (CPI-W).","The Board and the FDIC (collectively, the Agencies) are amending their Community Reinvestment Act (CRA) regulations to adjust the asset-size thresholds used to define ""small bank"" and ""intermediate small bank."" As required by the CRA regulations, the...","Banks, banking, Banks, banking, Banks, banking, Banks, banking, Community development, Credit, Investments, Reporting and recordkeeping requirements","Effective January 1, 2022.",3,71813,71815,,"Federal Reserve System, Federal Deposit Insurance Corporation","188, 164","https://www.federalregister.gov/agencies/federal-reserve-system, https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation","None, None","federal-reserve-system, federal-deposit-insurance-corporation","12, 12","228, 345"
"Paroling, Recommitting, and Supervising Federal Prisoners: Prisoners Serving Sentences Under the United States and District of Columbia Codes",2021-27448,Final rule.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27448.pdf,The United States Parole Commission is revising its regulations to eliminate a policy of imposing the maximum permissible term of supervised release as a consequence of the revocation of an earlier supervised release term for offenders sentenced under the D.C. Code.,The United States Parole Commission is revising its regulations to eliminate a policy of imposing the maximum permissible term of supervised release as a consequence of the revocation of an earlier supervised release term for offenders sentenced under...,"Administrative practice and procedure, Prisoners, Probation and parole","This final rule is effective December 20, 2021.",1,71828,71828,,"Justice Department, Parole Commission","268, 401","https://www.federalregister.gov/agencies/justice-department, https://www.federalregister.gov/agencies/parole-commission","None, 268","justice-department, parole-commission",28,2
Air Plan Approval; Connecticut; 2015 Ozone NAAQS Interstate Transport Requirements,2021-27433,Final rule.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27433.pdf,The Environmental Protection Agency (EPA) is approving a State Implementation Plan (SIP) revision submitted by the State of Connecticut as meeting the Clean Air Act (CAA) requirement that each State's SIP contain adequate provisions to prohibit emissions that will significantly contribute to nonattainment or interfere with maintenance of the 2015 8-hour ozone national ambient air quality standards (NAAQS) in any other state. This action is being taken in accordance with the CAA.,The Environmental Protection Agency (EPA) is approving a State Implementation Plan (SIP) revision submitted by the State of Connecticut as meeting the Clean Air Act (CAA) requirement that each State's SIP contain adequate provisions to prohibit...,"Air pollution control, Carbon monoxide, Environmental protection, Incorporation by reference, Intergovernmental relations, Lead, Nitrogen dioxide, Ozone, Particulate matter, Reporting and recordkeeping requirements, Sulfur oxides, Volatile organic compounds","This rule is effective on January 19, 2022.",2,71830,71831,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,40,52
Fisheries of the Northeastern United States; Summer Flounder Fishery; Quota Transfer From VA to RI,2021-27389,Notification of quota transfer.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27389.pdf,"NMFS announces that the Commonwealth of Virginia is transferring a portion of its 2021 commercial summer flounder quota to the State of Rhode Island. This adjustment to the 2021 fishing year quota is necessary to comply with the Summer Flounder, Scup, and Black Sea Bass Fishery Management Plan quota transfer provisions. This announcement informs the public of the revised 2021 commercial quotas for Virginia and Rhode Island.","NMFS announces that the Commonwealth of Virginia is transferring a portion of its 2021 commercial summer flounder quota to the State of Rhode Island. This adjustment to the 2021 fishing year quota is necessary to comply with the Summer Flounder, Scup,...",,"Effective December 17, 2021, through December 31, 2021.",2,71838,71839,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",50,648
Privacy Act of 1974; System of Records,2021-27440,Notice of a new system of records.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27440.pdf,A system for the US CPSC's Consumer Ombudsman to track public inquiries.,A system for the US CPSC's Consumer Ombudsman to track public inquiries.,,"Comments must be received no later than January 19, 2022. The new system of records will be effective on January 20, 2022, unless CPSC receives comments that would result in a contrary determination.",2,71876,71877,,Consumer Product Safety Commission,84,https://www.federalregister.gov/agencies/consumer-product-safety-commission,None,consumer-product-safety-commission,,
Privacy Act of 1974; System of Records,2021-27438,Notice of modified system of records.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27438.pdf,"Pursuant to the Privacy Act of 1974, the Consumer Product Safety Commission (CPSC) is proposing changes to one system of records notice (SORN). CPSC is proposing to amend CPSC 23--Equal Employment Opportunity (EEO) Disability/Accommodation Files. The amendment will expand the authorities for maintenance of the system, the purposes of the system, the categories of individuals covered by the system, the record source categories, and the records contained in the system, to include records of requests for accommodation based on sincerely held religious beliefs, practices, or observances.","Pursuant to the Privacy Act of 1974, the Consumer Product Safety Commission (CPSC) is proposing changes to one system of records notice (SORN). CPSC is proposing to amend CPSC 23--Equal Employment Opportunity (EEO) Disability/Accommodation Files. The...",,"Comments must be received no later than January 19, 2022. The modified system of records described here will become effective January 19, 2022.",3,71877,71879,,Consumer Product Safety Commission,84,https://www.federalregister.gov/agencies/consumer-product-safety-commission,None,consumer-product-safety-commission,,
Energy Conservation Program: Definition of Showerhead,2021-27462,Final rule.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27462.pdf,"On July 22, 2021, the U.S. Department of Energy (""DOE"") published a notice of proposed rulemaking (""NOPR"") to revise the current definition of ""showerhead"" adopted in the December 16, 2020, final rule (""December 2020 Final Rule"") by reinstating the October 2013 definition of ""showerhead,"" withdraw the December 2020 final rule's interpretation of the term ""showerhead,"" and withdraw the associated definition for ""body spray."" DOE did not propose any changes to the definition of ""safety shower showerhead."" In this final rule, DOE revises the current definition of ""showerhead"" adopted in the December 2020 final rule by reinstating the October 2013 definition of ""showerhead"" as the Department finds that it is more consistent with the purposes of the Energy Policy and Conservation Act, as amended (""EPCA""). In addition, DOE removes the current definition of ""body spray"" adopted in the December 16, 2020 final rule. Finally, DOE maintains the definition of ""safety shower showerhead"" adopted in the December 2020 final rule.","On July 22, 2021, the U.S. Department of Energy (""DOE"") published a notice of proposed rulemaking (""NOPR"") to revise the current definition of ""showerhead"" adopted in the December 16, 2020, final rule (""December 2020 Final Rule"") by reinstating the...","Administrative practice and procedure, Confidential business information, Energy conservation, Household appliances, Imports, Incorporation by reference, Intergovernmental relations, Small businesses","The effective date of this rule is January 19, 2022.",14,71797,71810,True,Energy Department,136,https://www.federalregister.gov/agencies/energy-department,None,energy-department,10,430
Airworthiness Directives; Viking Aircraft Limited Airplanes,2021-27409,Final rule.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27409.pdf,The FAA is adopting a new airworthiness directive (AD) for all Viking Air Limited Model DHC-3 airplanes. This AD results from mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and correct an unsafe condition on an aviation product. The MCAI identifies the unsafe condition as fatigue damage of the wing strut lug fitting components and the fuselage to wing strut attachment (tie-bar). This AD requires determining service life limits for the wing strut fitting on the main spar and for the tie-bar and following instructions for removal and replacement of affected parts. The FAA is issuing this AD to address the unsafe condition on these products.,The FAA is adopting a new airworthiness directive (AD) for all Viking Air Limited Model DHC-3 airplanes. This AD results from mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and...,"Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety","This AD is effective January 24, 2022.",4,71815,71818,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,39
Airworthiness Directives; Leonardo S.p.a. Helicopters,2021-27390,Final rule.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27390.pdf,"The FAA is adopting a new airworthiness directive (AD) for certain Leonardo S.p.a. Model A109S and AW109SP helicopters. This AD was prompted by the discovery that rubber protection of certain electrical wiring had not been installed in the baggage avionics bay during production. This AD requires installing protective rubber borders on the edge of the baggage avionics bay frames, as specified in a European Union Aviation Safety Agency (EASA) AD, which is incorporated by reference. The FAA is issuing this AD to address the unsafe condition on these products.",The FAA is adopting a new airworthiness directive (AD) for certain Leonardo S.p.a. Model A109S and AW109SP helicopters. This AD was prompted by the discovery that rubber protection of certain electrical wiring had not been installed in the baggage...,"Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety","This AD is effective January 24, 2022.",3,71818,71820,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,39
Airworthiness Directives; Daher Aerospace (Type Certificate Previously Held by SOCATA) Airplanes,2021-27408,Final rule.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27408.pdf,The FAA is adopting a new airworthiness directive (AD) for certain Daher Aerospace (type certificate previously held by SOCATA) (Daher) Model TBM 700 airplanes. This AD results from mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and correct an unsafe condition on an aviation product. The unsafe condition that is the subject of the MCAI is ice accumulation on the oil cooler air inlet duct fin. This AD requires modifying the oil cooler air induction duct. The FAA is issuing this AD to address the unsafe condition on these products.,The FAA is adopting a new airworthiness directive (AD) for certain Daher Aerospace (type certificate previously held by SOCATA) (Daher) Model TBM 700 airplanes. This AD results from mandatory continuing airworthiness information (MCAI) originated by an...,"Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety","This AD is effective January 24, 2022.",3,71823,71825,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,39
Airworthiness Directives; Leonardo S.p.a. Helicopters,2021-27388,Final rule; request for comments.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27388.pdf,"The FAA is adopting a new airworthiness directive (AD) for certain Leonardo S.p.a. Model AW189 helicopters. This AD was prompted by the determination that certain part-numbered fairings were never introduced into the main rotor (MR) tip lights kit design definition and were not certified for icing conditions. This AD requires replacing affected parts. This AD also prohibits, after modification of the helicopter as required, installing any affected part on any helicopter as specified in a European Union Aviation Safety Agency (EASA) AD, which is incorporated by reference. The FAA is issuing this AD to address the unsafe condition on these products.",The FAA is adopting a new airworthiness directive (AD) for certain Leonardo S.p.a. Model AW189 helicopters. This AD was prompted by the determination that certain part-numbered fairings were never introduced into the main rotor (MR) tip lights kit...,"Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety","This AD becomes effective January 4, 2022.",4,71825,71828,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,39
Tip Regulations Under the Fair Labor Standards Act (FLSA); Partial Withdrawal; Correction,2021-27032,Final rule; technical correction.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27032.pdf,"In this final rule correction, the Department of Labor (Department) revises the DATES section of the final rule published on October 29, 2021 to make a technical correction, clarifying that in addition to 29 CFR 531.56(e) the Department is also withdrawing the revisions to 29 CFR 10.28(b)(2) that published on December 30, 2020.","In this final rule correction, the Department of Labor (Department) revises the DATES section of the final rule published on October 29, 2021 to make a technical correction, clarifying that in addition to 29 CFR 531.56(e) the Department is also...",,"This correction is effective December 28, 2021.",1,71829,71829,True,"Labor Department, , Wage and Hour Division","271, , 524","https://www.federalregister.gov/agencies/labor-department, , https://www.federalregister.gov/agencies/wage-and-hour-division","None, , 271","labor-department, , wage-and-hour-division","29, 29","10, 531"
Pesticides; Certification of Pesticide Applicators; Extension to Expiration Date of Certification Plans,2021-27373,Interim final rule.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27373.pdf,"The Environmental Protection Agency (EPA) is extending the expiration deadline of existing Federal, state, territory, and tribal certification plans. This deadline was established in 2017 when the EPA promulgated a final rule revising the Certification of Pesticide Applicators (CPA) regulations to improve the competency of certified applicators of restricted use pesticides (RUPs), increase protection for noncertified applicators using RUPs under the direct supervision of a certified applicator through enhanced pesticide safety training and standards for supervision of noncertified applicators, and establish a minimum age requirement for certified and noncertified applicators using RUPs under the direct supervision of a certified applicator. Federal, state, territory, and tribal certifying authorities with existing certification plans were required to revise their existing certification plans to conform with the updated Federal standards for the certification of applicators of RUPs and submit their revisions for EPA review in March 2020. The existing plans are set to expire on March 4, 2022, unless the revised plans are approved by the Agency. EPA is extending the existing plans' expiration deadline to November 4, 2022. This will allow additional time for proposed certification plan modifications to continue being reviewed and approved by EPA without interruption to federal, state, territory, and tribal certification programs or to those who are certified to use RUPs under those programs. The extension also provides EPA with additional time to issue a proposed rule and seek public comment on the need for extending the expiration date beyond November 4, 2022.","The Environmental Protection Agency (EPA) is extending the expiration deadline of existing Federal, state, territory, and tribal certification plans. This deadline was established in 2017 when the EPA promulgated a final rule revising the Certification...","Environmental protection, Pesticides and pests","Effective date: This interim final rule is effective on February 18, 2022.",8,71831,71838,True,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,40,171
Energy Conservation Program: Energy Conservation Standards for Commercial Clothes Washers,2021-27461,Notification of proposed determination and request for comment.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27461.pdf,"The Energy Policy and Conservation Act (""EPCA""), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including commercial clothes washers (""CCWs""). EPCA also requires the U.S. Department of Energy (""DOE"") to periodically determine whether more-stringent, amended standards would be technologically feasible and economically justified, and would result in significant conservation of energy. In this notification of proposed determination (""NOPD""), DOE has initially determined that amended energy conservation standards for commercial clothes washers do not need to be amended and requests comment on this proposed determination and the associated analyses and results.","The Energy Policy and Conservation Act (""EPCA""), as amended, prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including commercial clothes washers (""CCWs""). EPCA also requires the...",,"Meeting: DOE will hold a webinar on Tuesday, February 8, 2022, from 12:30 p.m. to 4:30 p.m. See section VII, ""Public Participation,"" for webinar registration information, participant instructions, and information about the capabilities available to webinar participants.",21,71840,71860,False,Energy Department,136,https://www.federalregister.gov/agencies/energy-department,None,energy-department,10,431
Safety Program for Surface Mobile Equipment,2021-27478,Proposed rule; reopening of the rulemaking record for public comments; notice of public hearing.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27478.pdf,"In response to a public request, the Mine Safety and Health Administration (MSHA) is reopening the rulemaking record for public comments and holding a virtual public hearing on the Agency's proposed rule addressing Safety Program for Surface Mobile Equipment.","In response to a public request, the Mine Safety and Health Administration (MSHA) is reopening the rulemaking record for public comments and holding a virtual public hearing on the Agency's proposed rule addressing Safety Program for Surface Mobile...",,"Hearing date: The virtual public hearing will be held on January 11, 2022.",2,71860,71861,True,"Labor Department, Mine Safety and Health Administration","271, 288","https://www.federalregister.gov/agencies/labor-department, https://www.federalregister.gov/agencies/mine-safety-and-health-administration","None, 271","labor-department, mine-safety-and-health-administration","30, 30, 30","56, 57, 77"
Indemnification of Employees,2021-27479,Proposed rule with request for comments.,2021-12-20,https://www.govinfo.gov/content/pkg/FR-2021-12-20/pdf/2021-27479.pdf,"The National Endowment for the Humanities (NEH) is proposing to publish a policy that permits indemnification of NEH employees in appropriate circumstances, as determined by the Chairperson of NEH or the Chairperson's designee, for claims made against NEH employees as a result of actions taken by them in the scope of their employment.","The National Endowment for the Humanities (NEH) is proposing to publish a policy that permits indemnification of NEH employees in appropriate circumstances, as determined by the Chairperson of NEH or the Chairperson's designee, for claims made against...",Administrative practice and procedure,"Send comments on or before January 19, 2022.",2,71863,71864,True,"National Foundation on the Arts and the Humanities, National Endowment for the Humanities","342, 589","https://www.federalregister.gov/agencies/national-foundation-on-the-arts-and-the-humanities, https://www.federalregister.gov/agencies/national-endowment-for-the-humanities","None, 342","national-foundation-on-the-arts-and-the-humanities, national-endowment-for-the-humanities",45,1173
