document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
National Institute of Dental & Craniofacial Research; Notice of Closed Meetings,2020-28097,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28097.pdf,,,,"February 12, 2021.",2,83100,83101,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,2020-28003,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28003.pdf,,,,"March 9-10, 2021.",1,83101,83101,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Cancer Institute; Notice of Meeting,2020-28100,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28100.pdf,,,,"February 11, 2021.",1,83101,83101,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute on Alcohol Abuse and Alcoholism; Notice of Meeting,2020-28099,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28099.pdf,,,,"February 4, 2021.",2,83101,83102,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,2020-28004,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28004.pdf,,,,"March 2-4, 2021.",1,83102,83102,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute on Aging; Notice of Closed Meetings,2020-28002,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28002.pdf,,,,"February 25, 2021.",1,83102,83102,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
"Agency Information Collection Activities; Oil and Gas, or Geothermal Resources: Transfers and Assignments",2020-28062,Notice of information collection; request for comment.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28062.pdf,"In accordance with the Paperwork Reduction Act of 1995, we, the Bureau of Land Management (BLM) are proposing to renew an information collection.","In accordance with the Paperwork Reduction Act of 1995, we, the Bureau of Land Management (BLM) are proposing to renew an information collection.",,"Interested persons are invited to submit comments on or before February 19, 2021.",2,83102,83103,,"Interior Department, Land Management Bureau","253, 275","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/land-management-bureau","None, 253","interior-department, land-management-bureau",,
Public Meeting of the Glen Canyon Dam Adaptive Management Work Group,2020-27998,Notice of public meeting.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-27998.pdf,"In accordance with the Federal Advisory Committee Act of 1972, the Bureau of Reclamation (Reclamation) is publishing this notice to announce that a Federal Advisory Committee meeting of the Glen Canyon Dam Adaptive Management Work Group (AMWG) will take place.","In accordance with the Federal Advisory Committee Act of 1972, the Bureau of Reclamation (Reclamation) is publishing this notice to announce that a Federal Advisory Committee meeting of the Glen Canyon Dam Adaptive Management Work Group (AMWG) will...",,"The meeting will be held virtually on Wednesday, February 10, 2021, from 9:30 a.m. to approximately 5:00 p.m. (MST); and Thursday, February 11, 2021, from 9:30 a.m. to approximately 4:00 p.m. (MST).",2,83103,83104,,"Interior Department, Reclamation Bureau","253, 446","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/reclamation-bureau","None, 253","interior-department, reclamation-bureau",,
Fluid End Blocks From India; Termination of Investigation,2020-28108,Notice.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28108.pdf,"On December 11, 2020, the Department of Commerce published notice in the Federal Register of a negative final determination of sales at less than fair value in connection with the subject investigation concerning India. Accordingly, the antidumping duty investigation concerning fluid end blocks from India (Investigation No. 731-TA-1467 (Final)) is terminated.","On December 11, 2020, the Department of Commerce published notice in the Federal Register of a negative final determination of sales at less than fair value in connection with the subject investigation concerning India. Accordingly, the antidumping...",,"December 11, 2020.",1,83104,83104,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
"Certain Shaker Screens for Drilling Fluids, Components Thereof, and Related Marketing Materials; Notice of Request for Submissions on the Public Interest",2020-28028,Notice.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28028.pdf,"Notice is hereby given that on November 19, 2020, the presiding administrative law judge (""ALJ"") issued an Initial Determination on granting summary determination of Violation of Section 337. The ALJ also issued a Recommended Determination on remedy and bonding should a violation be found in the above-captioned investigation. The Commission is soliciting submissions on public interest issues raised by the recommended relief should the Commission find a violation. This notice is soliciting comments from the public only. Parties are to file public interest submissions.","Notice is hereby given that on November 19, 2020, the presiding administrative law judge (""ALJ"") issued an Initial Determination on granting summary determination of Violation of Section 337. The ALJ also issued a Recommended Determination on remedy...",,,2,83104,83105,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
Agency Information Collection Activities; Proposed eCollection of eComments Requested; New Information Collection; Licensing Questionnaire-ATF Form 8620.44,2020-28124,60-day notice.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28124.pdf,"The Department of Justice (DOJ), Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF), will submit the following information collection request to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995.","The Department of Justice (DOJ), Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF), will submit the following information collection request to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork...",,"Comments are encouraged and will be accepted for 60 days until February 19, 2021.",2,83105,83106,,"Justice Department, Alcohol, Tobacco, Firearms, and Explosives Bureau","268, 19","https://www.federalregister.gov/agencies/justice-department, https://www.federalregister.gov/agencies/alcohol-tobacco-firearms-and-explosives-bureau","None, 268","justice-department, alcohol-tobacco-firearms-and-explosives-bureau",,
Notice of Lodging of Proposed Consent Decree Under the Clean Water Act,2020-28045,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28045.pdf,,,,,1,83106,83106,,Justice Department,268,https://www.federalregister.gov/agencies/justice-department,None,justice-department,,
Meeting of the Federal Advisory Committee on Juvenile Justice,2020-28096,Notice of meeting.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28096.pdf,The Office of Juvenile Justice and Delinquency Prevention has scheduled a meeting of the Federal Advisory Committee on Juvenile Justice (FACJJ).,The Office of Juvenile Justice and Delinquency Prevention has scheduled a meeting of the Federal Advisory Committee on Juvenile Justice (FACJJ).,,"Thursday, January 14th, 2021 at 1:00 p.m.-3:00 p.m. ET.",2,83106,83107,,"Justice Department, Justice Programs Office","268, 269","https://www.federalregister.gov/agencies/justice-department, https://www.federalregister.gov/agencies/justice-programs-office","None, 268","justice-department, justice-programs-office",,
Maritime Advisory Committee on Occupational Safety and Health (MACOSH): Charter Renewal: Notice of Corrections,2020-28070,Notice of corrections to MACOSH charter.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28070.pdf,OSHA is issuing corrections to the renewal and expiration dates of the MACOSH charter.,OSHA is issuing corrections to the renewal and expiration dates of the MACOSH charter.,,,1,83107,83107,,"Labor Department, Occupational Safety and Health Administration","271, 386","https://www.federalregister.gov/agencies/labor-department, https://www.federalregister.gov/agencies/occupational-safety-and-health-administration","None, 271","labor-department, occupational-safety-and-health-administration",,
Forging Machines; Extension of the Office of Management and Budget's (OMB) Approval of Information Collection (Paperwork) Requirements,2020-28067,Request for public comments.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28067.pdf,OSHA solicits public comments concerning the proposal to extend the Office of Management and Budget's (OMB) approval of the collections of information contained in the Forging Machines Standard.,OSHA solicits public comments concerning the proposal to extend the Office of Management and Budget's (OMB) approval of the collections of information contained in the Forging Machines Standard.,,"Comments must be submitted (postmarked, sent, or received) by February 19, 2021.",3,83107,83109,,"Labor Department, Occupational Safety and Health Administration","271, 386","https://www.federalregister.gov/agencies/labor-department, https://www.federalregister.gov/agencies/occupational-safety-and-health-administration","None, 271","labor-department, occupational-safety-and-health-administration",,
Sigma-Aldrich Company; Fort Mims Site,2020-28065,"License amendment request; opportunity to provide comment, request a hearing, and petition for leave to intervene.",2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28065.pdf,"The U.S. Nuclear Regulatory Commission (NRC) is considering issuance of an amendment to NRC Materials License No. 24-16273-01, issued to Sigma-Aldrich Company (the licensee), for possession of byproduct material incident to radiological survey, storage of waste awaiting disposal, and decontamination and remediation of the Fort Mims Site. The proposed amendment is to revise the decommissioning plan and terminate the license for the licensee's Fort Mims Site in Maryland Heights, Missouri.","The U.S. Nuclear Regulatory Commission (NRC) is considering issuance of an amendment to NRC Materials License No. 24-16273-01, issued to Sigma-Aldrich Company (the licensee), for possession of byproduct material incident to radiological survey, storage...",,"Submit comments by January 20, 2021. Request for a hearing or petition for leave to intervene must be filed by February 19, 2021.",3,83109,83111,,Nuclear Regulatory Commission,383,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,None,nuclear-regulatory-commission,,
New Postal Products,2020-28133,Notice.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28133.pdf,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.","The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",,"Comments are due: December 23, 2020.",2,83112,83113,,Postal Regulatory Commission,409,https://www.federalregister.gov/agencies/postal-regulatory-commission,None,postal-regulatory-commission,,
Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Order Instituting Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To Amend Listing Rules Applicable to Special Purpose Acquisition Companies Whose Business Plan Is To Complete One or More Business Combinations,2020-28066,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28066.pdf,,,,,3,83113,83115,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; Cboe Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change Relating To Amend Its Fees Schedule",2020-28009,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28009.pdf,,,,,4,83115,83118,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Filing of Proposed Rule Change Amending Its Rules Establishing Maximum Fee Rates To Be Charged by Member Organizations for Forwarding Proxy and Other Materials to Beneficial Owners,2020-28010,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28010.pdf,,,,,3,83119,83121,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing of Amendment No. 1 and Order Instituting Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change, as Modified by Amendment No. 1, To Amend NYSE Arca Rule 5.3-E To Exempt Registered Investment Companies That List Certain Categories of the Securities Defined as Derivative and Special Purpose Securities Under NYSE Arca Rules From Having To Obtain Shareholder Approval Prior to the Issuance of Securities in Connection With Certain Acquisitions of the Stock or Assets of an Affiliated Company",2020-28008,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28008.pdf,,,,,5,83121,83125,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the NYSE Arca Equities Fees and Charges",2020-28014,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28014.pdf,,,,,5,83125,83129,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing of Proposed Rule Change To List and Trade Shares of the Stance Equity ESG Large Cap Core ETF Under NYSE Arca Rule 8.601-E",2020-28013,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28013.pdf,,,,,7,83129,83135,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Designation of a Longer Period for Commission Action on Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To Amend NYSE Arca Rules 5.2-E(j)(3), 5.2-E(j)(8), 5.5-E(g)(2), 8.600-E, and 8.900-E",2020-28007,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28007.pdf,,,,,2,83135,83136,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; CboeBZX Exchange, Inc.; Notice of Designation of a Longer Period for Commission Action on Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change, as Modified by Amendment No. 1, To List and Trade Shares of the 2x Long VIX Futures ETF, a Series of VS Trust, Under Rule 14.11(f)(4) (Trust Issued Receipts)",2020-28015,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28015.pdf,,,,,1,83136,83136,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Shorten the Time Period Before a Letter of Acceptance, Waiver, and Consent Under Rule 10.9216 and an Uncontested Offer of Settlement Under Rule 10.9270(f)",2020-28011,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28011.pdf,,,,,5,83136,83140,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Data Collection Available for Public Comments,2020-28075,60-Day notice and request for comments.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28075.pdf,"The Small Business Administration (SBA) intends to request approval, from the Office of Management and Budget (OMB) for the collection of information described below. The Paperwork Reduction Act (PRA) requires federal agencies to publish a notice in the Federal Register concerning each proposed collection of information before submission to OMB, and to allow 60 days for public comment in response to the notice. This notice complies with that requirement.","The Small Business Administration (SBA) intends to request approval, from the Office of Management and Budget (OMB) for the collection of information described below. The Paperwork Reduction Act (PRA) requires federal agencies to publish a notice in...",,"Submit comments on or before February 19, 2021.",1,83140,83140,,Small Business Administration,468,https://www.federalregister.gov/agencies/small-business-administration,None,small-business-administration,,
Data Collection Available for Public Comments,2020-28079,60-Day notice and request for comments.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28079.pdf,"The Small Business Administration (SBA) intends to request approval, from the Office of Management and Budget (OMB) for the collection of information described below. The Paperwork Reduction Act (PRA) requires federal agencies to publish a notice in the Federal Register concerning each proposed collection of information before submission to OMB, and to allow 60 days for public comment in response to the notice. This notice complies with that requirement.","The Small Business Administration (SBA) intends to request approval, from the Office of Management and Budget (OMB) for the collection of information described below. The Paperwork Reduction Act (PRA) requires federal agencies to publish a notice in...",,"Submit comments on or before February 19, 2021.",1,83140,83140,,Small Business Administration,468,https://www.federalregister.gov/agencies/small-business-administration,None,small-business-administration,,
Notice of Meeting of the National Parks Overflights Advisory Group,2020-28035,Notice of meeting.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28035.pdf,"The Federal Aviation Administration (FAA) and the National Park Service (NPS), in accordance with the National Parks Air Tour Management Act of 2000, announce the next meeting of the National Parks Overflights Advisory Group (NPOAG). This notification provides the date, format, and agenda for the meeting.","The Federal Aviation Administration (FAA) and the National Park Service (NPS), in accordance with the National Parks Air Tour Management Act of 2000, announce the next meeting of the National Parks Overflights Advisory Group (NPOAG). This notification...",,"The NPOAG will meet on January 22, 2021 from 10:30 a.m. to 1:30 p.m. Pacific Time.",2,83140,83141,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Agency Information Collection Activities: Requests for Comments; Clearance of a Renewed Approval of Information Collection: Passenger Facility Charge (PFC) Application,2020-27997,Notice and request for comments.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-27997.pdf,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request Office of Management and Budget (OMB) approval to renew an information collection. The Federal Register Notice with a 60-day comment period soliciting comments on the following collection of information was published on May 8, 2020.","In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request Office of Management and Budget (OMB) approval to renew an information collection. The Federal Register Notice with a 60-day comment...",,"Written comments should be submitted by January 20, 2021.",2,83141,83142,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Deepwater Port License Application: Texas GulfLink LLC; Extension of Draft Environmental Impact Statement Comment Period,2020-28044,Notice of extension of the Draft Environmental Impact Statement comment period.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28044.pdf,"By Federal Register notice of Friday, November 27, 2020, titled Notice of Availability; Notice of Virtual Public Meetings; Request for Comments, the Maritime Administration (MARAD), in coordination with the U.S. Coast Guard (USCG), announced the availability of the Draft Environmental Impact Statement (DEIS) for the Texas GulfLink LLC (GulfLink) deepwater port license application for the export of crude oil from the United States to nations abroad. Publication of this notice announced a 45-day comment period, requested public participation in the environmental impact review process, provided information on how to participate in the environmental impact review process, and announced the two virtual public meetings and an informational open house website for the DEIS. The notice advised that the comment period for Texas GulfLink would end on January 11, 2021. MARAD and USCG have determined that an extension of the public comment period to January 22, 2021 for the GulfLink application is necessary to allow the public and interested parties a full 45 days to review the application and provide written feedback to the agencies. This extension is due to delays in getting the DEIS fully posted on the project's docket at www.regulations.gov. This notice announces the extension of the comment period and new comment period end date.","By Federal Register notice of Friday, November 27, 2020, titled Notice of Availability; Notice of Virtual Public Meetings; Request for Comments, the Maritime Administration (MARAD), in coordination with the U.S. Coast Guard (USCG), announced the...",,"Comments or related material on the Texas GulfLink deepwater port license application must be received by January 22, 2021.",2,83142,83143,,"Transportation Department, Maritime Administration","492, 282","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/maritime-administration","None, 492","transportation-department, maritime-administration",,
Notice Regarding the Applicability of NHTSA FMVSS Test Procedures to Certifying Manufacturers,2020-28107,Notice of interpretation; request for comments.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28107.pdf,"The National Traffic and Motor Vehicle Safety Act (Safety Act) prohibits the sale, manufacture for sale, import or introduction into interstate commerce of a motor vehicle or item of motor vehicle equipment, unless fully compliant with all applicable Federal motor vehicle safety standards (FMVSS). The FMVSS set a threshold of performance that a vehicle or equipment item must attain, at a minimum, to meet the need for safety. The Safety Act also requires a manufacturer or distributor of a motor vehicle or motor vehicle equipment to certify that the vehicle or equipment complies with applicable FMVSS. This notice reestablishes NHTSA's longstanding position that the FMVSS test conditions and procedures apply to NHTSA's compliance testing, and that manufacturers are not required to ensure that their vehicles are designed in such a manner as to ensure that the vehicles are capable of being tested pursuant to such standards as a condition of self-certification. This notice also discusses NHTSA's enforcement with respect to vehicles with novel or innovative designs that preclude them from being tested for FMVSS compliance using NHTSA's FMVSS test procedures. This notice supersedes prior contrary statements the Agency has made--including those in NHTSA's 2016 letter of interpretation to Google, Inc.--stating that manufacturers could not validly certify FMVSS compliance unless NHTSA could verify compliance using the FMVSS test procedures.","The National Traffic and Motor Vehicle Safety Act (Safety Act) prohibits the sale, manufacture for sale, import or introduction into interstate commerce of a motor vehicle or item of motor vehicle equipment, unless fully compliant with all applicable...",,"NHTSA is inviting public comment on this document. The comment closing date is January 20, 2021. NHTSA will post a public response to major concerns raised in the comments.",10,83143,83152,,"Transportation Department, National Highway Traffic Safety Administration","492, 345","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/national-highway-traffic-safety-administration","None, 492","transportation-department, national-highway-traffic-safety-administration",,
Request for Information for the Inclusive Design Reference Hub,2020-27994,Notice; request for information (RFI).,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-27994.pdf,"In July 2020, as part of an event celebrating the 30th anniversary of the Americans with Disabilities Act, DOT committed to undertake a new initiative to establish a library of resources for accessibility in automation, and work with outside experts to study voluntary best practices for ensuring accessibility in automated vehicles. DOT invites stakeholders to provide input on critical first steps in this process, the qualifications of entities that are best suited to perform this work, and considerations to ensure long-term sustainability of this initiative. This notice is not a Solicitation, and it does not seek the submission of formal, binding quotations/ proposals. In the event OST-P determines that services will be procured, a formal Request for Quote/Proposal will be issued. OST-P cannot and will not reimburse any organization for its time, effort, or costs expended in responding to this RFI.","In July 2020, as part of an event celebrating the 30th anniversary of the Americans with Disabilities Act, DOT committed to undertake a new initiative to establish a library of resources for accessibility in automation, and work with outside experts to...",,"Responses to the RFI must be received by January 20, 2021, no later than 5:00 p.m. (ET) to ensure consideration of your views.",3,83152,83154,,Transportation Department,492,https://www.federalregister.gov/agencies/transportation-department,None,transportation-department,,
Notice of OFAC Sanctions Actions,2020-28129,Notice.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28129.pdf,"The Department of the Treasury's Office of Foreign Assets Control (OFAC) is publishing the names of one or more persons that have been placed on OFAC's Specially Designated Nationals and Blocked Persons List (the SDN List) based on OFAC's determination that one or more applicable legal criteria were satisfied. All property and interests in property subject to U.S. jurisdiction of these persons are blocked, and U.S. persons are generally prohibited from engaging in transactions with them.",The Department of the Treasury's Office of Foreign Assets Control (OFAC) is publishing the names of one or more persons that have been placed on OFAC's Specially Designated Nationals and Blocked Persons List (the SDN List) based on OFAC's determination...,,See SUPPLEMENTARY INFORMATION section for applicable date(s).,6,83154,83159,,"Treasury Department, Foreign Assets Control Office","497, 203","https://www.federalregister.gov/agencies/treasury-department, https://www.federalregister.gov/agencies/foreign-assets-control-office","None, 497","treasury-department, foreign-assets-control-office",,
IMARA Calculation for Calendar Year 2021 Under the Terrorism Risk Insurance Program,2020-27996,Notice.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-27996.pdf,"The Department of the Treasury (Treasury) is providing notice to the public of the insurance marketplace aggregate retention amount (IMARA) for calendar year 2021 for purposes of the Terrorism Risk Insurance Program (TRIP or the Program) under the Terrorism Risk Insurance Act, as amended (TRIA or the Act). As explained below, Treasury has determined that the IMARA for calendar year 2021 is $41,705,989,523.",The Department of the Treasury (Treasury) is providing notice to the public of the insurance marketplace aggregate retention amount (IMARA) for calendar year 2021 for purposes of the Terrorism Risk Insurance Program (TRIP or the Program) under the...,,"The IMARA for calendar year 2021 is effective January 1, 2021 through December 31, 2021.",2,83159,83160,,Treasury Department,497,https://www.federalregister.gov/agencies/treasury-department,None,treasury-department,,
Establish Pricing for 2020 United States Mint Numismatic Product,2020-28051,Notice.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28051.pdf,The United States Mint is announcing pricing for the new United States Mint numismatic product in accordance with the table below:,The United States Mint is announcing pricing for the new United States Mint numismatic product in accordance with the table below:,,,1,83160,83160,,"Treasury Department, United States Mint","497, 513","https://www.federalregister.gov/agencies/treasury-department, https://www.federalregister.gov/agencies/united-states-mint","None, 497","treasury-department, united-states-mint",,
"Wright Brothers Day, 2020",2020-28263,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28263.pdf,,,,,2,82871,82872,,Executive Office of the President,538,https://www.federalregister.gov/agencies/executive-office-of-the-president,None,executive-office-of-the-president,,
National Strategy for Space Nuclear Power and Propulsion,2020-28272,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28272.pdf,,,,,7,82873,82879,,Executive Office of the President,538,https://www.federalregister.gov/agencies/executive-office-of-the-president,None,executive-office-of-the-president,,
Sunshine Act Meetings,2020-28181,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28181.pdf,,,,"Weeks of December 14, 21, 28, 2020, January 4, 11, 18, 25, 2021.",2,83111,83112,,Nuclear Regulatory Commission,383,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,None,nuclear-regulatory-commission,,
Sunshine Act Meeting; Cancellation,2020-28243,,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-28243.pdf,,,,,1,83125,83125,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Privacy Act of 1974; System of Records,2020-27990,Notice of a Modified System of Records.,2020-12-21,https://www.govinfo.gov/content/pkg/FR-2020-12-21/pdf/2020-27990.pdf,"Pursuant to the provisions of the Privacy Act of 1974, notice is given that the Board of Governors of the Federal Reserve System (Board) proposes to modify an existing system of records, entitled BGFRS-23, ""FRB--Freedom of Information Act and Privacy Act Case Tracking and Reporting System."" The system, which the Board is proposing to rename as BGFRS-23, ""FRB--Freedom of Information Act and Privacy Act Case Automation System,"" contains tracking, reporting, and processing information for Freedom of Information Act (FOIA) and Privacy Act requests.","Pursuant to the provisions of the Privacy Act of 1974, notice is given that the Board of Governors of the Federal Reserve System (Board) proposes to modify an existing system of records, entitled BGFRS-23, ""FRB--Freedom of Information Act and Privacy...",,"Comments must be received on or before January 20, 2021. This modified system of records will become effective January 20, 2021, without further notice, unless comments dictate otherwise.",3,83084,83086,,Federal Reserve System,188,https://www.federalregister.gov/agencies/federal-reserve-system,None,federal-reserve-system,,
